schoolid,schoolname,calendaryear,academicyear,ftjd1sectionsz,ptjd1sectionsz,postjd1courses,courseseclt25,courseseclt50,courseseclt75,courseseclt100,coursesectgte100,totalsimpos,ftsimposfilled,ptsimposfilled,ftsemposfilled,ptsemposfilled,totalclinpos,ftclinposfilled,ftfieldposfilled,ftindstudy,ftlawjour,ftinterskillscomp,ptclinposfilled,ptfieldposfilled,ptindstudy,ptlawjour,ptinterskillscomp,gradreqcredithrs,jd1sectionsz,simposfilled,semposfilled,totalclinics,clinposfilled,fieldposfilled,indstudy,lawjour,interskillscomp,fyreqcourscredithrs,ulreqcourscredithrs
00271101,Cornell University,2014,2013,34,0,164,115,21,11,6,2,474,349,0,648,0,202,183,35,82,294,20,0,0,0,0,0,84,34,349,648,,183,35,82,294,20,,
00271101,Cornell University,2015,2014,34,,162,118,22,22,4,5,638,461,,685,,205,166,45,89,286,64,,,,,,84,34,461,685,29,166,45,89,286,64,,
00271101,Cornell University,2016,2015,,,182,129,27,9,4,3,488,,,,,265,,,,,,,,,,,84,34,330,791,28,224,58,105,290,38,,
00271101,Cornell University,2017,2016,,,189,129,27,13,7,8,486,,,,,280,,,,,,,,,,,84,34,,,,,41,,,,31,53
00272203,Fordham University,2011,2010,80,80,242,45,54,21,10,8,959,439,408,1464,522,770,506,100,,454,224,62,71,,43,13,83,160,847,1986,,568,171,,497,237,,
00272203,Fordham University,2012,2011,80,80,297,283,49,12,7,5,968,621,215,,,867,549,335,318,462,243,62,194,40,40,19,83,160,836,,,611,529,358,502,262,,
00272203,Fordham University,2013,2012,80,80,292,285,60,18,9,7,1161,944,132,,,326,279,250,300,557,383,16,19,38,28,47,83,160,1076,,,295,269,338,585,430,,
00272203,Fordham University,2014,2013,39,32,288,294,58,17,10,4,1311,1068,142,1072,159,345,276,203,244,576,338,19,27,21,50,21,83,71,1210,1231,,295,230,265,626,359,,
00272203,Fordham University,2015,2014,72,,297,299,38,12,12,3,1515,1251,,1565,,278,259,176,211,596,249,,,,,,83,72,1251,1565,16,259,176,211,596,249,,
00272203,Fordham University,2016,2015,,,277,285,35,11,9,3,1345,,,,,259,,,,,,,,,,,83,40,1015,1409,13,246,163,215,537,280,,
00272203,Fordham University,2017,2016,,,284,268,45,11,5,6,1243,,,,,250,,,,,,,,,,,83,45,,,,,161,,,,31,15
00273200,Hofstra University,2011,2010,116,116,150,115,38,12,21,4,1143,772,173,847,136,136,108,176,,198,71,14,9,,7,1,87,232,945,983,,122,185,,205,72,,
00273200,Hofstra University,2012,2011,88,88,174,137,50,10,15,9,1786,1319,115,,,146,140,168,106,417,81,4,6,14,5,3,87,176,1434,,,144,174,120,422,84,,
00273200,Hofstra University,2013,2012,86,86,180,145,40,13,10,9,1462,978,59,,,170,153,178,118,455,79,4,6,11,1,2,87,172,1037,,,157,184,129,456,81,,
00273200,Hofstra University,2014,2013,94,94,163,173,42,11,13,7,1119,902,59,883,35,148,144,207,129,423,69,1,3,8,6,2,87,188,961,918,,145,210,137,429,71,,
00273200,Hofstra University,2015,2014,80,,160,128,22,10,11,3,960,742,,619,,132,122,186,108,224,83,,,,,,87,80,742,619,10,122,186,108,224,83,,
00273200,Hofstra University,2016,2015,,,142,115,21,9,13,1,857,,,,,155,,,,,,,,,,,87,67,729,411,20,144,116,88,420,53,,
00273200,Hofstra University,2017,2016,,,152,141,35,9,11,2,1132,,,,,139,,,,,,,,,,,87,98,,,,,151,,,,30,15
00278300,New York Law School,2011,2010,128,121,234,211,59,32,15,37,2659,1566,573,1867,343,218,168,352,,300,113,8,27,,44,17,86,249,2139,2210,,176,379,,344,130,,
00278300,New York Law School,2012,2011,95,95,251,228,62,34,10,22,3051,2056,464,,,213,135,385,91,302,145,26,31,15,48,20,86,190,2520,,,161,416,106,350,165,,
00278300,New York Law School,2013,2012,81,126,212,183,58,23,10,13,2202,1295,431,,,158,115,348,49,123,133,21,27,17,26,14,86,207,1726,,,136,375,66,149,147,,
00278300,New York Law School,2014,2013,79,79,219,234,41,20,9,6,1766,1126,363,694,156,472,272,374,48,179,109,63,23,22,43,11,86,158,1489,850,,335,397,70,222,120,,
00278300,New York Law School,2015,2014,62,,166,210,50,18,7,2,991,851,,467,,285,263,188,73,298,178,,,,,,86,62,851,467,19,263,188,73,298,178,,
00278300,New York Law School,2016,2015,,,160,173,46,15,2,0,782,,,,,182,,,,,,,,,,,86,69,604,495,17,179,114,49,223,123,,
00278300,New York Law School,2017,2016,,,193,183,42,9,9,3,330,,,,,208,,,,,,,,,,,86,70,,,,,182,,,,30,23
00278500,New York University,2011,2010,95,0,308,159,69,43,16,16,203,179,0,2213,0,212,205,211,,646,138,0,0,,0,0,83,95,179,2213,,205,211,,646,138,,
00278500,New York University,2012,2011,90,0,298,212,41,19,15,8,201,158,0,,,421,417,0,162,710,134,0,0,0,0,0,83,90,158,,,417,0,162,710,134,,
00278500,New York University,2013,2012,90,0,329,222,85,30,18,20,279,252,0,,,445,426,0,160,702,138,0,0,0,0,0,83,90,252,,,426,0,160,702,138,,
00278500,New York University,2014,2013,90,0,327,245,95,38,16,14,194,176,0,1821,0,528,494,0,159,710,123,0,0,0,0,0,83,90,176,1821,,494,0,159,710,123,,
00278500,New York University,2015,2014,90,,323,275,105,29,10,16,226,212,,1772,,380,351,73,125,781,124,,,,,,83,90,212,1772,37,351,73,125,781,124,,
00278500,New York University,2016,2015,,,326,230,74,36,15,15,266,,,,,393,,,,,,,,,,,83,85,250,1697,32,358,80,147,771,26,,
00278500,New York University,2017,2016,,,329,220,83,22,18,13,296,,,,,385,,,,,,,,,,,83,85,,,,,121,,,,30,11
00279102,Pace University,2011,2010,55,35,162,167,49,9,4,0,432,305,123,351,109,104,73,214,,93,46,25,39,,23,19,88,90,428,460,,98,253,,116,65,,
00279102,Pace University,2012,2011,47,17,202,179,43,16,5,0,490,348,102,,,110,93,216,35,109,54,17,30,16,13,13,88,64,450,,,110,246,51,122,67,,
00279102,Pace University,2013,2012,44,0,163,159,48,5,9,0,694,502,89,,,94,73,226,34,76,68,21,31,17,8,11,88,44,591,,,94,257,51,84,79,,
00279102,Pace University,2014,2013,52,0,164,172,20,6,5,0,717,461,83,204,49,90,71,196,31,70,49,12,10,9,6,7,88,52,544,253,,83,206,40,76,56,,
00279102,Pace University,2015,2014,52,,167,149,20,12,1,0,488,410,,197,,90,69,206,14,68,55,,,,,,88,52,410,197,6,69,206,14,68,55,,
00279102,Pace University,2016,2015,,,147,137,23,7,4,0,504,,,,,75,,,,,,,,,,,88,49,478,234,5,66,244,25,51,56,,
00279102,Pace University,2017,2016,,,154,128,24,6,4,1,476,,,,,83,,,,,,,,,,,88,53,,,,,232,,,,30,58
00282300,St. John's University,2011,2010,92,56,244,148,41,11,14,0,1169,712,125,321,27,215,202,190,,280,140,13,32,,14,8,86,148,837,348,,215,222,,294,148,,
00282300,St. John's University,2012,2011,80,45,198,197,31,16,9,2,1168,744,97,,,247,234,214,88,332,168,13,15,11,16,7,86,125,841,,,247,229,99,348,175,,
00282300,St. John's University,2013,2012,70,35,179,170,40,10,11,1,1185,841,144,,,210,191,207,87,268,78,19,18,12,21,5,86,105,985,,,210,225,99,289,83,,
00282300,St. John's University,2014,2013,72,38,180,179,29,8,14,0,911,637,106,201,14,179,162,160,58,219,72,17,18,8,14,7,89,110,743,215,,179,178,66,233,79,,
00282300,St. John's University,2015,2014,90,,184,188,28,9,10,1,1034,848,,258,,170,170,191,120,266,87,,,,,,89,90,848,258,10,170,191,120,266,87,,
00282300,St. John's University,2016,2015,,,182,184,30,9,6,0,988,,,,,224,,,,,,,,,,,89,98,806,183,10,170,133,95,268,92,,
00282300,St. John's University,2017,2016,,,159,160,31,13,4,0,881,,,,,152,,,,,,,,,,,89,102,,,,,113,,,,33,3
00283700,University of Buffalo-SUNY,2011,2010,60,0,195,152,43,15,2,1,1928,1494,0,496,0,149,114,166,,323,86,0,0,,0,0,90,60,1494,496,,114,166,,323,86,,
00283700,University of Buffalo-SUNY,2012,2011,70,0,205,189,42,16,3,1,1879,1567,0,,,114,110,146,41,311,78,0,0,0,0,0,90,70,1567,,,110,146,41,311,78,,
00283700,University of Buffalo-SUNY,2013,2012,67,0,193,174,30,13,3,1,1411,1188,0,,,113,113,157,29,278,72,0,0,0,0,0,90,67,1188,,,113,157,29,278,72,,
00283700,University of Buffalo-SUNY,2014,2013,68,0,196,191,33,5,6,1,1105,880,0,324,0,92,92,118,23,204,68,0,0,0,0,0,90,68,880,324,,92,118,23,204,68,,
00283700,University of Buffalo-SUNY,2015,2014,60,,187,174,33,8,0,2,1035,868,,351,,79,79,147,37,182,85,,,,,,90,60,868,351,8,79,147,37,182,85,,
00283700,University of Buffalo-SUNY,2016,2015,,,178,177,24,11,1,1,1133,,,,,76,,,,,,,,,,,90,54,1070,206,9,76,121,17,156,101,,
00283700,University of Buffalo-SUNY,2017,2016,,,171,178,27,3,3,0,262,,,,,58,,,,,,,,,,,90,70,,,,,104,,,,32,58
00288200,Syracuse University,2011,2010,65,0,113,115,26,10,2,0,548,429,0,156,0,142,139,123,,101,51,0,0,,0,0,87,65,429,156,,139,123,,101,51,,
00288200,Syracuse University,2012,2011,62,0,119,124,22,8,6,1,706,623,0,,,0,0,0,0,0,0,0,0,0,0,0,87,62,623,,,0,0,0,0,0,,
00288200,Syracuse University,2013,2012,62,0,119,124,22,8,6,1,706,623,0,,,182,179,163,54,87,54,0,0,0,0,0,87,62,623,,,179,163,54,87,54,,
00288200,Syracuse University,2014,2013,48,0,117,109,21,11,6,0,663,559,0,150,0,191,188,113,89,95,80,0,0,0,0,0,87,48,559,150,,188,113,89,95,80,,
00288200,Syracuse University,2015,2014,42,,117,113,26,8,1,0,799,591,,149,,183,170,152,82,93,73,,,,,,87,42,591,149,10,170,152,82,93,73,,
00288200,Syracuse University,2016,2015,,,113,113,16,8,2,1,792,,,,,199,,,,,,,,,,,87,58,494,169,10,170,145,70,62,61,,
00288200,Syracuse University,2017,2016,,,103,92,27,4,3,0,653,,,,,204,,,,,,,,,,,87,66,,,,,153,,,,32,11
00288600,Albany Law School of Union University,2011,2010,59,0,121,68,24,15,7,2,594,426,0,716,0,112,98,192,,172,25,0,0,,0,0,87,59,426,716,,98,192,,172,25,,
00288600,Albany Law School of Union University,2012,2011,60,0,113,94,38,12,5,2,528,320,0,,,113,113,145,35,150,23,0,0,0,0,0,87,60,320,,,113,145,35,150,23,,
00288600,Albany Law School of Union University,2013,2012,55,0,109,105,25,13,6,0,576,273,0,,,96,78,150,61,132,19,0,0,0,0,0,87,55,273,,,78,150,61,132,19,,
00288600,Albany Law School of Union University,2014,2013,55,0,95,87,30,13,5,0,576,323,0,563,418,96,98,149,49,140,25,0,0,0,0,0,87,55,323,981,,98,149,49,140,25,,
00288600,Albany Law School of Union University,2015,2014,53,,86,81,22,10,3,0,456,219,,321,,114,64,171,40,127,22,,,,,,87,53,219,321,4,64,171,40,127,22,,
00288600,Albany Law School of Union University,2016,2015,,,92,93,12,11,1,0,360,,,,,120,,,,,,,,,,,87,54,181,311,10,72,101,35,104,26,,
00288600,Albany Law School of Union University,2017,2016,,,115,106,18,2,0,0,408,,,,,108,,,,,,,,,,,87,63,,,,,139,,,,33,19
00290301,Cardozo School of Law,2011,2010,50,50,159,39,41,22,10,14,722,558,0,1042,0,171,166,267,,352,63,0,0,,0,0,84,100,558,1042,,166,267,,352,63,,
00290301,Cardozo School of Law,2012,2011,35,35,183,170,42,20,8,17,629,495,0,,,199,195,309,38,282,116,0,0,0,0,0,84,70,495,,,195,309,38,282,116,,
00290301,Cardozo School of Law,2013,2012,39,0,196,201,43,26,6,15,1014,792,0,,,203,200,486,65,330,64,0,0,0,0,0,84,39,792,,,200,486,65,330,64,,
00290301,Cardozo School of Law,2014,2013,47,0,215,132,36,14,15,10,1224,917,0,889,0,254,246,461,57,319,69,0,0,0,0,0,84,47,917,889,,246,461,57,319,69,,
00290301,Cardozo School of Law,2015,2014,52,,233,136,44,26,9,6,1352,1032,,838,,254,235,501,54,318,108,,,,,,84,52,1032,838,20,235,501,54,318,108,,
00290301,Cardozo School of Law,2016,2015,,,250,160,34,26,7,4,1506,,,,,234,,,,,,,,,,,84,48,1142,770,20,214,416,38,309,97,,
00290301,Cardozo School of Law,2017,2016,,,246,127,39,14,6,6,1446,,,,,202,,,,,,,,,,,84,51,,,,,436,,,,30,54
00291300,Campbell University,2011,2010,42,0,106,63,29,8,3,0,675,624,0,530,0,36,36,194,,63,132,0,0,,0,0,90,42,624,530,,36,194,,63,132,,
00291300,Campbell University,2012,2011,40,0,119,81,39,14,3,0,582,547,0,,,16,16,187,7,146,39,0,0,0,0,0,90,40,547,,,16,187,7,146,39,,
00291300,Campbell University,2013,2012,38,0,95,78,47,7,5,0,684,524,0,,,16,16,164,21,47,95,0,0,0,0,0,90,38,524,,,16,164,21,47,95,,
00291300,Campbell University,2014,2013,30,0,98,79,46,9,4,0,717,600,0,419,0,52,46,155,40,85,87,0,0,0,0,0,90,30,600,419,,46,155,40,85,87,,
00291300,Campbell University,2015,2014,42,,94,86,31,9,0,0,890,691,,285,,60,46,144,22,79,128,,,,,,90,42,691,285,3,46,144,22,79,128,,
00291300,Campbell University,2016,2015,,,86,82,32,6,1,0,917,,,,,72,,,,,,,,,,,90,40,679,219,3,61,143,33,60,137,,
00291300,Campbell University,2017,2016,,,84,95,27,8,5,0,903,,,,,88,,,,,,,,,,,90,29,,,,,133,,,,30,60
00292002,Duke University,2011,2010,80,0,201,94,39,9,7,3,738,695,0,1019,0,174,163,83,,310,87,0,0,,0,0,84,80,695,1019,,163,83,,310,87,,
00292002,Duke University,2012,2011,58,0,211,177,36,7,5,7,839,795,0,,,141,132,68,171,379,86,0,0,0,0,0,84,58,795,,,132,68,171,379,86,,
00292002,Duke University,2013,2012,58,0,214,179,37,7,3,4,960,862,0,,,258,195,80,178,392,79,0,0,0,0,0,84,58,862,,,195,80,178,392,79,,
00292002,Duke University,2014,2013,58,0,217,170,37,10,2,6,881,742,0,783,0,190,158,82,147,397,99,0,0,0,0,0,87,58,742,783,,158,82,147,397,99,,
00292002,Duke University,2015,2014,61,,211,156,47,9,4,5,1062,854,,898,,214,151,64,148,394,369,,,,,,87,61,854,898,17,151,64,148,394,369,,
00292002,Duke University,2016,2015,,,212,146,53,6,5,5,914,,,,,236,,,,,,,,,,,87,59,813,892,21,173,46,101,391,330,,
00292002,Duke University,2017,2016,,,224,173,50,10,4,3,1142,,,,,201,,,,,,,,,,,87,61,,,,,53,,,,32,10
00292701,Elon University,2011,2010,30,0,76,20,16,6,3,0,193,163,0,109,0,38,38,55,,25,31,0,0,,0,0,90,30,163,109,,38,55,,25,31,,
00292701,Elon University,2012,2011,49,0,72,59,21,9,3,3,574,535,0,,,27,23,94,0,27,43,0,0,0,0,0,90,49,535,,,23,94,0,27,43,,
00292701,Elon University,2013,2012,50,0,74,44,26,6,0,1,357,276,0,,,44,41,89,1,27,35,0,0,0,0,0,90,50,276,,,41,89,1,27,35,,
00292701,Elon University,2014,2013,50,0,76,61,23,6,3,0,275,235,0,204,0,37,29,96,9,27,37,0,0,0,0,0,90,50,235,204,,29,96,9,27,37,,
00292701,Elon University,2015,2014,66,,68,60,25,2,2,0,380,325,,123,,50,43,88,29,40,34,,,,,,90,66,325,123,5,43,88,29,40,34,,
00292701,Elon University,2016,2015,,,68,51,19,4,1,0,344,,,,,48,,,,,,,,,,,90,66,266,160,5,42,90,31,36,35,,
00292701,Elon University,2017,2016,,,77,80,25,4,1,1,350,,,,,42,,,,,,,,,,,90,65,,,,,160,,,,40,12
00295000,North Carolina Central University,2011,2010,45,55,113,92,28,12,7,0,575,401,49,333,21,362,237,81,,64,35,17,8,,4,0,88,100,450,354,,254,89,,68,35,,
00295000,North Carolina Central University,2012,2011,45,55,113,125,25,15,2,0,499,245,50,,,462,241,70,15,62,44,14,7,1,5,2,88,100,295,,,255,77,16,67,46,,
00295000,North Carolina Central University,2013,2012,70,60,109,24,33,12,2,0,401,303,44,,,438,203,90,7,62,45,13,8,1,3,2,88,130,347,,,216,98,8,65,47,,
00295000,North Carolina Central University,2014,2013,60,52,120,110,26,20,2,0,399,318,36,177,23,447,146,89,18,76,29,18,2,1,3,0,88,112,354,200,,164,91,19,79,29,,
00295000,North Carolina Central University,2015,2014,45,,102,90,33,12,5,0,454,0,,0,,276,0,0,0,0,0,,,,,,88,45,369,298,15,169,88,12,59,23,,
00295000,North Carolina Central University,2016,2015,,,95,88,29,10,3,0,454,,,,,276,,,,,,,,,,,88,45,369,298,20,169,88,12,59,23,,
00295000,North Carolina Central University,2017,2016,,,95,88,29,10,3,0,447,,,,,282,,,,,,,,,,,88,42,,,,,89,,,,30,38
00297400,University of North Carolina,2011,2010,85,0,134,67,32,9,7,4,1116,1057,0,355,0,68,68,161,,226,73,0,0,,0,0,86,85,1057,355,,68,161,,226,73,,
00297400,University of North Carolina,2012,2011,82,0,124,93,40,9,7,2,1134,1092,0,,,62,61,147,101,233,183,0,0,0,0,0,86,82,1092,,,61,147,101,233,183,,
00297400,University of North Carolina,2013,2012,78,0,129,109,29,7,7,3,1201,1103,0,,,72,71,150,81,231,183,0,0,0,0,0,86,78,1103,,,71,150,81,231,183,,
00297400,University of North Carolina,2014,2013,80,0,127,99,32,15,4,1,857,743,0,537,0,64,61,169,74,243,207,0,0,0,0,0,86,80,743,537,,61,169,74,243,207,,
00297400,University of North Carolina,2015,2014,67,,145,97,35,9,4,2,874,769,,543,,62,56,142,69,236,192,,,,,,86,67,769,543,5,56,142,69,236,192,,
00297400,University of North Carolina,2016,2015,,,141,93,37,7,4,1,808,,,,,70,,,,,,,,,,,86,74,675,543,7,64,170,52,237,185,,
00297400,University of North Carolina,2017,2016,,,145,97,34,6,6,0,622,,,,,64,,,,,,,,,,,86,71,,,,,157,,,,30,2
00297805,Wake Forest University,2011,2010,42,0,108,77,30,11,1,0,432,413,0,448,0,145,135,28,,175,75,0,0,,0,0,90,42,413,448,,135,28,,175,75,,
00297805,Wake Forest University,2012,2011,42,0,128,155,24,10,4,0,502,477,0,,,127,103,27,42,157,50,0,0,0,0,0,90,42,477,,,103,27,42,157,50,,
00297805,Wake Forest University,2013,2012,41,0,144,140,36,7,3,0,498,385,0,,,147,128,46,54,171,51,0,0,0,0,0,90,41,385,,,128,46,54,171,51,,
00297805,Wake Forest University,2014,2013,44,0,139,131,31,11,2,0,515,411,0,473,0,196,165,104,60,173,58,0,0,0,0,0,90,44,411,473,,165,104,60,173,58,,
00297805,Wake Forest University,2015,2014,35,,147,122,31,10,4,0,473,413,,466,,205,158,107,38,172,55,,,,,,90,35,413,466,6,158,107,38,172,55,,
00297805,Wake Forest University,2016,2015,,,138,94,33,8,3,0,346,,,,,278,,,,,,,,,,,90,42,319,446,8,187,116,19,182,49,,
00297805,Wake Forest University,2017,2016,,,141,155,29,8,4,0,398,,,,,188,,,,,,,,,,,90,42,,,,,131,,,,31,19
00300500,University of North Dakota,2011,2010,85,0,64,29,16,8,1,0,157,84,0,79,0,32,13,50,,36,12,0,0,,0,0,90,85,84,79,,13,50,,36,12,,
00300500,University of North Dakota,2012,2011,84,0,68,32,24,6,2,0,539,188,0,,,40,19,41,26,40,20,0,0,0,0,0,90,84,188,,,19,41,26,40,20,,
00300500,University of North Dakota,2013,2012,83,0,70,44,21,4,1,0,750,337,0,,,30,17,51,26,40,22,0,0,0,0,0,90,83,337,,,17,51,26,40,22,,
00300500,University of North Dakota,2014,2013,82,0,89,67,18,2,1,0,947,473,0,161,0,34,16,36,31,47,27,0,0,0,0,0,90,82,473,161,,16,36,31,47,27,,
00300500,University of North Dakota,2015,2014,73,,78,59,15,2,1,0,500,327,,330,,26,18,48,28,36,24,,,,,,90,73,327,330,2,18,48,28,36,24,,
00300500,University of North Dakota,2016,2015,,,75,61,10,5,0,0,471,,,,,28,,,,,,,,,,,90,84,264,90,2,21,46,24,43,26,,
00300500,University of North Dakota,2017,2016,,,65,49,12,1,3,0,271,,,,,28,,,,,,,,,,,90,88,,,,,104,,,,31,19
00302302,Capital University,2011,2010,89,50,194,131,32,16,10,1,1414,566,152,82,25,96,65,174,,152,26,8,17,,9,2,89,139,718,107,,73,191,,161,28,,
00302302,Capital University,2012,2011,83,40,159,106,27,22,8,0,1321,388,89,,,81,61,172,9,46,25,6,16,4,9,3,89,123,477,,,67,188,13,55,28,,
00302302,Capital University,2013,2012,63,36,155,113,34,20,5,0,1309,511,137,,,144,74,120,15,48,26,4,21,1,12,1,89,99,648,,,78,141,16,60,27,,
00302302,Capital University,2014,2013,50,39,156,100,31,9,4,0,1417,617,204,77,28,127,78,149,16,36,21,15,38,6,11,4,89,89,821,105,,93,187,22,47,25,,
00302302,Capital University,2015,2014,50,,121,89,38,7,2,0,1016,612,,94,,139,66,97,15,48,36,,,,,,89,50,612,94,3,66,97,15,48,36,,
00302302,Capital University,2016,2015,,,83,95,20,5,4,0,862,,,,,97,,,,,,,,,,,89,40,578,84,3,53,65,8,45,28,,
00302302,Capital University,2017,2016,,,78,91,25,8,0,0,724,,,,,88,,,,,,,,,,,89,38,,,,,87,,,,29,20
00302400,Case Western Reserve University,2011,2010,80,0,136,96,29,9,4,0,670,580,0,114,0,58,58,111,,144,47,0,0,,0,0,88,80,580,114,,58,111,,144,47,,
00302400,Case Western Reserve University,2012,2011,60,0,178,204,35,13,6,2,726,655,0,,,68,64,137,80,163,112,0,0,0,0,0,88,60,655,,,64,137,80,163,112,,
00302400,Case Western Reserve University,2013,2012,80,0,177,154,27,8,10,0,726,639,0,,,75,68,174,62,166,106,0,0,0,0,0,88,80,639,,,68,174,62,166,106,,
00302400,Case Western Reserve University,2014,2013,58,0,144,142,25,13,4,0,805,716,0,90,0,67,61,141,46,120,96,0,0,0,0,0,88,58,716,90,,61,141,46,120,96,,
00302400,Case Western Reserve University,2015,2014,80,,133,151,27,7,11,0,909,658,,114,,100,86,115,44,112,75,,,,,,88,80,658,114,6,86,115,44,112,75,,
00302400,Case Western Reserve University,2016,2015,,,120,124,14,11,3,0,621,,,,,70,,,,,,,,,,,88,68,550,76,6,48,125,48,99,75,,
00302400,Case Western Reserve University,2017,2016,,,120,102,21,7,2,0,736,,,,,84,,,,,,,,,,,88,76,,,,,132,,,,30,34
00303200,Cleveland State University,2011,2010,52,36,93,92,32,11,0,0,240,165,52,138,49,106,73,87,,84,37,9,9,,11,10,90,88,217,187,,82,96,,95,47,,
00303200,Cleveland State University,2012,2011,45,32,99,95,30,9,2,0,200,145,40,,,80,45,99,72,73,28,15,9,20,7,7,90,77,185,,,60,108,92,80,35,,
00303200,Cleveland State University,2013,2012,40,33,98,100,25,11,0,0,370,190,89,,,70,35,104,55,100,32,12,12,14,6,1,90,73,279,,,47,116,69,106,33,,
00303200,Cleveland State University,2014,2013,41,23,96,115,22,9,0,0,332,120,88,75,33,80,49,78,50,73,25,10,2,5,5,2,90,64,208,108,,59,80,55,78,27,,
00303200,Cleveland State University,2015,2014,42,,95,124,16,5,0,0,280,172,,188,,74,60,78,82,43,30,,,,,,90,42,172,188,3,60,78,82,43,30,,
00303200,Cleveland State University,2016,2015,,,108,85,30,4,0,0,326,,,,,80,,,,,,,,,,,90,33,190,214,4,60,79,94,42,23,,
00303200,Cleveland State University,2017,2016,,,109,96,21,3,0,0,0,,,,,77,,,,,,,,,,,90,39,,,,,77,,,,29,24
00308900,Ohio Northern University,2011,2010,55,0,97,62,18,8,0,0,541,372,0,97,0,75,30,82,,41,23,0,0,,0,0,90,55,372,97,,30,82,,41,23,,
00308900,Ohio Northern University,2012,2011,40,0,96,63,26,7,0,0,715,410,0,,,75,28,79,25,41,22,0,0,0,0,0,90,40,410,,,28,79,25,41,22,,
00308900,Ohio Northern University,2013,2012,40,0,96,70,24,7,0,0,510,322,0,,,75,27,89,19,43,23,0,0,0,0,0,90,40,322,,,27,89,19,43,23,,
00308900,Ohio Northern University,2014,2013,39,0,103,87,24,2,0,0,741,458,0,95,0,75,32,99,11,40,23,0,0,0,0,0,90,39,458,95,,32,99,11,40,23,,
00308900,Ohio Northern University,2015,2014,69,,80,71,9,0,0,0,504,262,,77,,75,20,58,8,40,19,,,,,,90,69,262,77,2,20,58,8,40,19,,
00308900,Ohio Northern University,2016,2015,,,84,61,9,6,0,0,414,,,,,75,,,,,,,,,,,90,30,239,45,2,21,94,9,39,17,,
00308900,Ohio Northern University,2017,2016,,,75,53,16,4,0,0,306,,,,,75,,,,,,,,,,,90,25,,,,,55,,,,34,56
00309000,Ohio State University,2011,2010,75,0,113,64,31,14,7,0,192,174,0,367,0,137,134,52,,308,43,0,0,,0,0,88,75,174,367,,134,52,,308,43,,
00309000,Ohio State University,2012,2011,68,0,133,91,33,15,6,0,173,163,0,,,159,154,52,19,332,94,0,0,0,0,0,88,68,163,,,154,52,19,332,94,,
00309000,Ohio State University,2013,2012,62,0,159,118,33,30,3,1,207,180,0,,,160,149,137,43,313,113,0,0,0,0,0,88,62,180,,,149,137,43,313,113,,
00309000,Ohio State University,2014,2013,56,0,127,100,36,12,1,0,442,373,0,324,0,160,137,116,20,505,56,0,0,0,0,0,88,56,373,324,,137,116,20,505,56,,
00309000,Ohio State University,2015,2014,59,,117,96,42,9,1,0,571,518,,311,,156,133,114,13,267,51,,,,,,88,59,518,311,8,133,114,13,267,51,,
00309000,Ohio State University,2016,2015,,,116,102,28,11,3,0,450,,,,,164,,,,,,,,,,,88,59,366,303,7,144,103,21,254,43,,
00309000,Ohio State University,2017,2016,,,120,82,41,9,0,0,259,,,,,152,,,,,,,,,,,88,58,,,,,103,,,,28,8
00312300,University of Akron,2011,2010,56,63,87,80,26,15,1,0,590,253,141,231,145,375,63,38,,44,27,19,13,,20,5,88,119,394,376,,82,51,,64,32,,
00312300,University of Akron,2012,2011,53,60,97,81,36,12,0,0,790,369,196,,,60,13,83,4,50,26,5,27,5,15,9,88,113,565,,,18,110,9,65,35,,
00312300,University of Akron,2013,2012,52,53,109,133,35,6,1,0,735,328,174,,,315,54,41,2,87,12,24,19,2,20,6,88,105,502,,,78,60,4,107,18,,
00312300,University of Akron,2014,2013,54,43,97,93,32,11,1,0,623,339,166,146,92,75,17,68,2,101,29,3,26,4,20,3,88,97,505,238,,20,94,6,121,32,,
00312300,University of Akron,2015,2014,31,,103,96,36,9,1,2,570,461,,299,,420,32,79,14,98,29,,,,,,88,31,461,299,25,32,79,14,98,29,,
00312300,University of Akron,2016,2015,,,108,107,26,8,0,0,709,,,,,55,,,,,,,,,,,88,53,533,193,9,34,83,10,80,59,,
00312300,University of Akron,2017,2016,,,105,81,25,11,0,0,643,,,,,239,,,,,,,,,,,88,51,,,,,61,,,,28,21
00312500,University of Cincinnati,2011,2010,72,0,97,61,26,3,4,1,242,242,0,216,0,56,56,157,,131,86,0,0,,0,0,90,72,242,216,,56,157,,131,86,,
00312500,University of Cincinnati,2012,2011,60,0,121,75,20,5,5,1,430,430,0,,,63,63,93,48,133,79,0,0,0,0,0,90,60,430,,,63,93,48,133,79,,
00312500,University of Cincinnati,2013,2012,60,0,131,97,22,4,3,2,372,372,0,,,67,50,161,81,177,91,0,0,0,0,0,90,60,372,,,50,161,81,177,91,,
00312500,University of Cincinnati,2014,2013,45,0,139,93,29,3,2,1,349,309,0,188,0,54,54,157,74,147,75,0,0,0,0,0,90,45,309,188,,54,157,74,147,75,,
00312500,University of Cincinnati,2015,2014,44,,115,87,23,4,2,0,389,301,,159,,55,55,93,51,138,76,,,,,,90,44,301,159,5,55,93,51,138,76,,
00312500,University of Cincinnati,2016,2015,,,119,82,16,3,1,0,267,,,,,76,,,,,,,,,,,90,46,267,129,5,76,134,50,246,93,,
00312500,University of Cincinnati,2017,2016,,,87,94,16,3,1,0,283,,,,,56,,,,,,,,,,,90,52,,,,,238,,,,32,7
