schoolid,schoolname,calendaryear,academicyear,ftjd1sectionsz,ptjd1sectionsz,postjd1courses,courseseclt25,courseseclt50,courseseclt75,courseseclt100,coursesectgte100,totalsimpos,ftsimposfilled,ptsimposfilled,ftsemposfilled,ptsemposfilled,totalclinpos,ftclinposfilled,ftfieldposfilled,ftindstudy,ftlawjour,ftinterskillscomp,ptclinposfilled,ptfieldposfilled,ptindstudy,ptlawjour,ptinterskillscomp,gradreqcredithrs,jd1sectionsz,simposfilled,semposfilled,totalclinics,clinposfilled,fieldposfilled,indstudy,lawjour,interskillscomp,fyreqcourscredithrs,ulreqcourscredithrs
00222600,Western New England University,2015,2014,48,,89,59,23,4,0,0,302,196,,239,,82,63,82,29,67,48,,,,,,88,48,196,239,10,63,82,29,67,48,,
00222600,Western New England University,2016,2015,,,105,89,12,4,0,0,442,,,,,60,,,,,,,,,,,88,38,290,260,6,48,93,36,36,25,,
00222600,Western New England University,2017,2016,,,96,71,13,4,0,0,374,,,,,61,,,,,,,,,,,88,49,,,,,71,,,,30,24
00225400,Michigan State University,2011,2010,77,0,156,139,33,13,9,1,806,610,15,980,59,194,118,328,,192,103,4,25,,3,1,88,77,625,1039,,122,353,,195,104,,
00225400,Michigan State University,2012,2011,76,0,166,153,42,12,9,1,1207,842,17,,,235,194,329,104,204,76,2,20,4,3,0,88,76,859,,,196,349,108,207,76,,
00225400,Michigan State University,2013,2012,73,0,183,160,37,9,18,1,1091,844,12,,,276,221,332,114,225,71,5,16,7,2,0,88,73,856,,,226,348,121,227,71,,
00225400,Michigan State University,2014,2013,70,0,188,169,38,10,18,2,831,726,2,576,7,246,224,281,131,232,131,1,1,3,0,0,88,70,728,583,,225,282,134,232,131,,
00225400,Michigan State University,2015,2014,84,,170,136,37,11,12,0,903,656,,642,,234,192,253,121,194,126,,,,,,88,84,656,642,12,192,253,121,194,126,,
00225400,Michigan State University,2016,2015,,,163,129,31,13,9,0,1071,,,,,209,,,,,,,,,,,88,72,805,548,12,176,189,96,180,110,,
00225400,Michigan State University,2017,2016,,,193,123,24,18,7,0,1064,,,,,191,,,,,,,,,,,88,88,,,,,158,,,,29,21
00232300,University of Detroit Mercy,2011,2010,72,51,203,119,56,12,0,0,828,536,139,119,35,238,170,89,,50,67,45,19,,4,7,90,123,675,154,,215,108,,54,74,,
00232300,University of Detroit Mercy,2012,2011,69,22,124,107,41,10,0,0,708,520,91,,,246,189,66,4,44,64,45,7,5,4,5,90,91,611,,,234,73,9,48,69,,
00232300,University of Detroit Mercy,2013,2012,56,21,116,113,36,7,0,0,478,314,62,,,255,157,94,8,69,47,44,6,4,8,4,90,77,376,,,201,100,12,77,51,,
00232300,University of Detroit Mercy,2014,2013,50,17,102,89,31,9,0,0,416,162,28,118,31,181,117,108,13,55,63,40,11,0,6,6,90,67,190,149,,157,119,13,61,69,,
00232300,University of Detroit Mercy,2015,2014,45,,97,94,23,10,2,0,400,253,,129,,204,133,85,8,38,77,,,,,,90,45,253,129,17,133,85,8,38,77,,
00232300,University of Detroit Mercy,2016,2015,,,86,84,18,10,2,0,352,,,,,144,,,,,,,,,,,90,40,243,168,8,99,143,11,53,55,,
00232300,University of Detroit Mercy,2017,2016,,,106,137,28,13,2,0,272,,,,,195,,,,,,,,,,,90,43,,,,,30,,,,30,24
00232503,University of Michigan,2011,2010,92,0,182,95,54,10,7,9,723,626,0,768,0,345,333,30,,476,58,0,0,,0,0,82,92,626,768,,333,30,,476,58,,
00232503,University of Michigan,2012,2011,90,0,204,143,34,21,6,11,576,500,0,,,364,363,63,211,468,56,0,0,0,0,0,82,90,500,,,363,63,211,468,56,,
00232503,University of Michigan,2013,2012,86,0,223,162,44,15,6,8,799,682,0,,,430,430,64,224,579,64,0,0,0,0,0,82,86,682,,,430,64,224,579,64,,
00232503,University of Michigan,2014,2013,75,0,227,165,44,17,7,2,898,777,0,901,0,354,354,70,247,542,62,0,0,0,0,0,82,75,777,901,,354,70,247,542,62,,
00232503,University of Michigan,2015,2014,72,,204,154,45,10,3,5,756,697,,771,,537,537,67,238,528,68,,,,,,83,72,697,771,19,537,67,238,528,68,,
00232503,University of Michigan,2016,2015,,,205,150,43,9,6,4,785,,,,,414,,,,,,,,,,,83,59,705,696,20,410,56,260,540,55,,
00232503,University of Michigan,2017,2016,,,192,129,38,16,6,4,713,,,,,420,,,,,,,,,,,83,65,,,,,34,,,,25,14
00232902,Wayne State University,2011,2010,78,34,80,61,22,9,2,2,357,234,43,214,25,120,77,106,,93,106,5,13,,6,7,86,112,277,239,,82,119,,99,113,,
00232902,Wayne State University,2012,2011,79,22,104,92,36,4,3,0,288,187,41,,,92,66,90,45,83,97,3,3,8,5,8,86,101,228,,,69,93,53,88,105,,
00232902,Wayne State University,2013,2012,64,35,102,86,21,9,2,2,320,234,33,,,144,80,124,59,158,188,6,9,10,7,4,86,99,267,,,86,133,69,165,192,,
00232902,Wayne State University,2014,2013,46,27,104,76,28,6,2,0,291,196,49,208,13,193,93,101,61,80,114,7,4,11,2,2,86,73,245,221,,100,105,72,82,116,,
00232902,Wayne State University,2015,2014,24,,98,83,12,8,1,1,216,136,,170,,253,99,73,72,64,154,,,,,,86,24,136,170,14,99,73,72,64,154,,
00232902,Wayne State University,2016,2015,,,110,89,15,1,3,0,303,,,,,151,,,,,,,,,,,86,30,195,137,14,110,95,61,72,137,,
00232902,Wayne State University,2017,2016,,,104,78,25,2,2,0,342,,,,,191,,,,,,,,,,,86,56,,,,,87,,,,30,2
00234500,University of St. Thomas (Minnesota),2011,2010,85,0,91,123,21,7,6,0,452,419,0,171,0,83,77,637,,38,29,0,0,,0,0,88,85,419,171,,77,637,,38,29,,
00234500,University of St. Thomas (Minnesota),2012,2011,82,0,92,84,27,7,3,0,448,427,0,,,102,96,712,80,45,46,0,0,0,0,0,88,82,427,,,96,712,80,45,46,,
00234500,University of St. Thomas (Minnesota),2013,2012,71,0,105,160,25,7,4,0,546,496,0,,,135,135,690,116,97,50,0,0,0,0,0,88,71,496,,,135,690,116,97,50,,
00234500,University of St. Thomas (Minnesota),2014,2013,57,0,106,78,20,6,3,0,468,412,0,102,0,146,146,643,118,91,47,0,0,0,0,0,88,57,412,102,,146,643,118,91,47,,
00234500,University of St. Thomas (Minnesota),2015,2014,52,,106,77,22,4,1,0,662,494,,79,,230,156,568,82,88,37,,,,,,88,52,494,79,21,156,568,82,88,37,,
00234500,University of St. Thomas (Minnesota),2016,2015,,,96,69,16,7,0,0,562,,,,,145,,,,,,,,,,,88,57,448,208,19,128,597,71,87,40,,
00234500,University of St. Thomas (Minnesota),2017,2016,,,90,56,18,5,0,0,304,,,,,147,,,,,,,,,,,88,67,,,,,620,,,,31,14
00235401,Hamline University,2011,2010,60,45,192,132,45,14,1,0,182,127,17,158,34,104,86,83,,78,62,0,9,,12,8,88,105,144,192,,86,92,,90,70,,
00235401,Hamline University,2012,2011,54,40,147,123,58,9,1,0,595,346,80,,,128,99,94,15,174,50,10,4,12,26,14,88,94,426,,,109,98,27,200,64,,
00235401,Hamline University,2013,2012,46,30,97,144,43,16,0,0,723,373,109,,,160,90,115,20,91,51,12,11,8,16,9,88,76,482,,,102,126,28,107,60,,
00235401,Hamline University,2014,2013,44,26,126,115,31,7,1,0,654,222,72,156,33,102,69,109,17,56,36,10,14,25,10,2,88,70,294,189,,79,123,42,66,38,,
00235401,Hamline University,2015,2014,51,,125,144,18,2,0,0,770,564,,72,,66,54,67,38,70,50,,,,,,83,51,564,72,12,54,67,38,70,50,,
00239100,William Mitchell College of Law,2011,2010,80,70,126,80,36,10,6,0,1915,988,474,653,608,565,215,156,,109,81,178,94,,62,60,86,150,1462,1261,,393,250,,171,141,,
00239100,William Mitchell College of Law,2012,2011,65,55,153,133,58,17,10,0,1208,665,333,,,246,97,236,38,78,71,111,101,32,49,54,86,120,998,,,208,337,70,127,125,,
00239100,William Mitchell College of Law,2013,2012,66,40,143,127,51,19,6,0,1082,646,296,,,247,99,274,24,87,74,106,136,40,30,50,86,106,942,,,205,410,64,117,124,,
00239100,William Mitchell College of Law,2014,2013,48,30,144,108,41,19,6,0,882,552,239,456,295,260,108,296,26,75,62,93,117,25,46,39,86,78,791,751,,201,413,51,121,101,,
00239100,William Mitchell College of Law,2015,2014,36,,130,93,32,15,5,0,716,587,,597,,275,194,329,44,125,110,,,,,,86,36,587,597,16,194,329,44,125,110,,
00239101,Mitchell Hamline School of Law,2016,2015,,,200,189,56,14,4,0,1073,,,,,165,,,,,,,,,,,83,48,860,302,17,141,234,68,140,83,,
00239101,Mitchell Hamline School of Law,2017,2016,,,183,130,60,13,6,0,865,,,,,169,,,,,,,,,,,83,51,,,,,355,,,,28,14
00241501,Mississippi College,2011,2010,69,1,87,87,22,16,5,0,777,622,1,213,0,52,25,154,,40,73,0,0,,0,0,90,70,623,213,,25,154,,40,73,,
00241501,Mississippi College,2012,2011,64,0,85,72,27,12,9,1,938,673,3,,,57,44,158,108,40,68,0,1,0,0,0,90,64,676,,,44,159,108,40,68,,
00241501,Mississippi College,2013,2012,46,2,104,93,23,13,6,2,1039,754,0,,,49,39,170,65,45,246,0,0,0,0,0,90,48,754,,,39,170,65,45,246,,
00241501,Mississippi College,2014,2013,52,0,98,86,26,12,3,0,660,493,1,152,2,53,45,121,90,48,137,0,0,0,0,0,90,52,494,154,,45,121,90,48,137,,
00241501,Mississippi College,2015,2014,50,,106,100,21,9,3,0,613,420,,148,,63,50,112,58,45,88,,,,,,90,50,420,148,5,50,112,58,45,88,,
00241501,Mississippi College,2016,2015,,,98,111,21,8,2,0,368,,,,,58,,,,,,,,,,,90,46,312,132,7,54,110,115,78,44,,
00241501,Mississippi College,2017,2016,,,101,89,23,3,2,0,313,,,,,81,,,,,,,,,,,90,64,,,,,73,,,,30,12
00244000,University of Mississippi,2011,2010,56,0,83,101,27,6,4,0,352,273,0,397,0,30,60,117,,80,59,0,0,,0,0,90,56,273,397,,60,117,,80,59,,
00244000,University of Mississippi,2012,2011,52,0,100,119,23,16,3,0,433,382,0,,,83,79,163,125,68,79,0,0,0,0,0,90,52,382,,,79,163,125,68,79,,
00244000,University of Mississippi,2013,2012,59,0,85,135,29,11,7,1,494,468,0,,,90,78,144,79,79,42,0,0,0,0,0,90,59,468,,,78,144,79,79,42,,
00244000,University of Mississippi,2014,2013,56,0,105,192,19,8,2,2,853,732,0,255,0,92,86,114,65,80,47,0,0,0,0,0,90,56,732,255,,86,114,65,80,47,,
00244000,University of Mississippi,2015,2014,53,,110,170,19,8,5,0,668,580,,279,,124,111,96,50,88,76,,,,,,90,53,580,279,10,111,96,50,88,76,,
00244000,University of Mississippi,2016,2015,,,100,131,11,9,1,1,551,,,,,129,,,,,,,,,,,90,38,411,210,11,128,97,56,79,65,,
00244000,University of Mississippi,2017,2016,,,99,106,24,9,1,1,456,,,,,118,,,,,,,,,,,90,46,,,,,87,,,,33,8
00250609,Saint Louis University,2011,2010,87,35,155,268,55,17,8,2,1352,937,165,295,54,146,111,116,,113,41,35,17,,6,5,91,122,1102,349,,146,133,,119,46,,
00250609,Saint Louis University,2012,2011,63,35,153,179,47,15,7,7,1197,910,130,,,128,109,148,42,229,85,16,21,12,14,7,91,98,1040,,,125,169,54,243,92,,
00250609,Saint Louis University,2013,2012,54,23,156,189,39,23,9,2,1436,1090,154,,,127,115,153,47,246,60,12,17,13,20,3,91,77,1244,,,127,170,60,266,63,,
00250609,Saint Louis University,2014,2013,55,18,160,185,34,13,8,0,1268,956,132,275,49,124,118,153,46,234,48,6,14,15,7,1,91,73,1088,324,,124,167,61,241,49,,
00250609,Saint Louis University,2015,2014,57,,160,203,33,8,1,0,1169,897,,217,,109,109,154,36,197,41,,,,,,91,57,897,217,5,109,154,36,197,41,,
00250609,Saint Louis University,2016,2015,,,137,149,25,3,5,0,996,,,,,70,,,,,,,,,,,91,50,809,169,3,70,113,19,184,41,,
00250609,Saint Louis University,2017,2016,,,114,145,19,8,5,2,928,,,,,79,,,,,,,,,,,91,62,,,,,110,,,,30,14
00251600,University of Missouri,2011,2010,75,0,129,101,22,7,6,0,218,118,0,39,0,47,46,60,,94,170,0,0,,0,0,89,75,118,39,,46,60,,94,170,,
00251600,University of Missouri,2012,2011,69,0,113,71,23,9,3,0,415,341,0,,,46,44,95,29,103,170,0,0,0,0,0,89,69,341,,,44,95,29,103,170,,
00251600,University of Missouri,2013,2012,65,0,124,94,22,9,0,0,424,353,0,,,40,39,94,27,99,170,0,0,0,0,0,89,65,353,,,39,94,27,99,170,,
00251600,University of Missouri,2014,2013,60,0,110,105,16,10,0,0,441,370,0,103,0,62,52,103,24,122,170,0,0,0,0,0,89,60,370,103,,52,103,24,122,170,,
00251600,University of Missouri,2015,2014,57,,115,103,14,7,1,0,397,314,,92,,78,72,93,19,112,150,,,,,,89,57,314,92,6,72,93,19,112,150,,
00251600,University of Missouri,2016,2015,,,98,92,15,7,0,0,442,,,,,77,,,,,,,,,,,89,53,382,370,6,64,71,25,101,174,,
00251600,University of Missouri,2017,2016,,,105,108,17,3,0,0,582,,,,,83,,,,,,,,,,,89,50,,,,,79,,,,31,14
00251800,University of Missouri-Kansas City,2011,2010,57,0,134,101,27,11,8,0,548,413,0,180,0,161,99,113,,127,53,0,0,,0,0,91,57,413,180,,99,113,,127,53,,
00251800,University of Missouri-Kansas City,2012,2011,51,51,162,115,20,9,5,0,656,523,0,,,130,92,112,196,134,74,0,0,0,0,0,91,102,523,,,92,112,196,134,74,,
00251800,University of Missouri-Kansas City,2013,2012,50,0,165,107,34,10,6,0,664,458,0,,,190,109,103,199,187,76,0,0,0,0,0,91,50,458,,,109,103,199,187,76,,
00251800,University of Missouri-Kansas City,2014,2013,57,0,171,114,30,11,6,0,684,534,0,120,0,254,153,91,192,112,68,0,0,0,0,0,91,57,534,120,,153,91,192,112,68,,
00251800,University of Missouri-Kansas City,2015,2014,57,,172,134,34,9,4,0,749,569,,140,,304,168,129,167,110,55,,,,,,91,57,569,140,10,168,129,167,110,55,,
00251800,University of Missouri-Kansas City,2016,2015,,,181,138,32,9,5,0,402,,,,,191,,,,,,,,,,,91,48,322,132,11,109,137,186,120,60,,
00251800,University of Missouri-Kansas City,2017,2016,,,188,150,25,11,3,0,390,,,,,183,,,,,,,,,,,91,44,,,,,123,,,,30,23
00252000,Washington University,2011,2010,99,0,162,118,45,25,9,1,1346,1237,0,435,0,119,118,175,,341,61,0,0,,0,0,86,99,1237,435,,118,175,,341,61,,
00252000,Washington University,2012,2011,67,0,178,142,45,22,6,3,1547,1391,0,,,102,102,215,88,334,65,0,0,0,0,0,86,67,1391,,,102,215,88,334,65,,
00252000,Washington University,2013,2012,56,0,182,132,70,17,2,2,1299,1155,0,,,132,131,211,69,321,71,0,0,0,0,0,86,56,1155,,,131,211,69,321,71,,
00252000,Washington University,2014,2013,65,0,191,145,56,14,1,1,1311,1034,0,331,0,153,129,207,72,303,60,0,0,0,0,0,86,65,1034,331,,129,207,72,303,60,,
00252000,Washington University,2015,2014,76,,179,112,57,17,4,1,935,777,,293,,179,163,196,89,264,42,,,,,,86,76,777,293,8,163,196,89,264,42,,
00252000,Washington University,2016,2015,,,171,105,48,26,5,2,972,,,,,142,,,,,,,,,,,86,57,823,304,9,123,178,104,263,56,,
00252000,Washington University,2017,2016,,,159,91,47,24,4,0,790,,,,,170,,,,,,,,,,,86,77,,,,,155,,,,30,11
00253600,University of Montana,2011,2010,43,0,69,25,7,0,0,0,80,80,0,323,0,26,16,73,,48,29,0,0,,0,0,90,43,80,323,,16,73,,48,29,,
00253600,University of Montana,2012,2011,42,0,73,43,10,4,9,0,86,81,0,,,26,17,70,5,42,35,0,0,0,0,0,90,42,81,,,17,70,5,42,35,,
00253600,University of Montana,2013,2012,45,0,74,47,13,3,4,0,86,79,0,,,18,12,81,17,37,29,0,0,0,0,0,90,45,79,,,12,81,17,37,29,,
00253600,University of Montana,2014,2013,42,0,79,60,13,3,5,0,90,81,0,502,0,26,20,65,19,32,26,0,0,0,0,0,90,42,81,502,,20,65,19,32,26,,
00253600,University of Montana,2015,2014,44,,124,57,20,0,0,0,274,263,,519,,26,22,64,28,33,30,,,,,,90,44,263,519,4,22,64,28,33,30,,
00253600,University of Montana,2016,2015,,,131,54,18,2,4,0,574,,,,,26,,,,,,,,,,,90,37,557,465,4,18,69,16,36,26,,
00253600,University of Montana,2017,2016,,,86,42,12,3,1,0,741,,,,,18,,,,,,,,,,,90,38,,,,,55,,,,28,24
00254200,Creighton University,2011,2010,70,0,83,68,27,8,5,0,547,503,0,241,0,32,29,71,,44,57,0,0,,0,0,94,70,503,241,,29,71,,44,57,,
00254200,Creighton University,2012,2011,68,0,87,91,22,10,4,0,555,492,0,,,32,28,71,24,41,59,0,0,0,0,0,94,68,492,,,28,71,24,41,59,,
00254200,Creighton University,2013,2012,65,0,115,93,25,8,3,0,528,453,0,,,32,24,52,14,46,68,0,0,0,0,0,89,65,453,,,24,52,14,46,68,,
00254200,Creighton University,2014,2013,65,0,114,86,23,7,4,0,679,622,0,131,0,32,25,50,19,40,60,0,0,0,0,0,89,65,622,131,,25,50,19,40,60,,
00254200,Creighton University,2015,2014,55,,115,94,20,5,4,0,707,641,,158,,32,16,45,22,48,70,,,,,,89,55,641,158,2,16,45,22,48,70,,
00254200,Creighton University,2016,2015,,,109,90,21,2,3,0,555,,,,,32,,,,,,,,,,,89,58,450,128,2,18,32,50,40,49,,
00254200,Creighton University,2017,2016,,,98,96,16,5,0,0,582,,,,,16,,,,,,,,,,,89,50,,,,,15,,,,32,22
00256500,University of Nebraska,2011,2010,70,0,86,62,23,10,1,1,454,445,0,122,0,56,55,25,,31,72,0,0,,0,0,93,70,445,122,,55,25,,31,72,,
00256500,University of Nebraska,2012,2011,65,0,108,92,16,12,0,0,447,431,0,,,56,55,30,68,35,68,0,0,0,0,0,93,65,431,,,55,30,68,35,68,,
00256500,University of Nebraska,2013,2012,67,0,109,96,16,7,0,0,349,325,0,,,80,72,56,58,37,65,0,0,0,0,0,93,67,325,,,72,56,58,37,65,,
00256500,University of Nebraska,2014,2013,64,0,110,114,12,7,1,0,350,295,0,107,0,78,75,55,38,35,69,0,0,0,0,0,93,64,295,107,,75,55,38,35,69,,
00256500,University of Nebraska,2015,2014,53,,104,94,18,6,0,1,416,359,,121,,82,76,62,46,25,77,,,,,,93,53,359,121,4,76,62,46,25,77,,
00256500,University of Nebraska,2016,2015,,,104,97,10,5,2,0,307,,,,,74,,,,,,,,,,,93,51,302,133,4,73,32,50,31,30,,
00256500,University of Nebraska,2017,2016,,,99,95,13,2,0,0,290,,,,,78,,,,,,,,,,,93,67,,,,,42,,,,33,15
00256900,University of Nevada - Las Vegas,2011,2010,54,32,88,84,25,8,1,0,337,216,62,139,15,52,52,142,,58,31,5,10,,16,3,89,86,278,154,,57,152,,74,34,,
00256900,University of Nevada - Las Vegas,2012,2011,54,32,91,109,30,9,0,0,506,329,114,,,82,73,105,90,66,32,15,18,20,15,2,89,86,443,,,88,123,110,81,34,,
00256900,University of Nevada - Las Vegas,2013,2012,47,23,94,77,25,6,0,0,498,313,103,,,82,61,114,50,139,28,12,27,27,26,7,89,70,416,,,73,141,77,165,35,,
00256900,University of Nevada - Las Vegas,2014,2013,45,23,82,68,22,8,0,0,527,344,104,62,16,84,59,93,52,143,29,8,14,30,34,3,89,68,448,78,,67,107,82,177,32,,
00256900,University of Nevada - Las Vegas,2015,2014,42,,105,83,18,6,0,0,494,419,,113,,108,98,106,78,165,39,,,,,,89,42,419,113,13,98,106,78,165,39,,
00256900,University of Nevada - Las Vegas,2016,2015,,,103,93,19,2,1,0,618,,,,,58,,,,,,,,,,,89,43,455,83,6,59,123,67,181,42,,
00256900,University of Nevada - Las Vegas,2017,2016,,,107,93,22,2,1,0,663,,,,,81,,,,,,,,,,,89,47,,,,,156,,,,31,9
00258903,University of New Hampshire,2011,2010,72,0,102,108,16,12,4,0,1055,799,0,198,0,207,159,132,,44,53,0,0,,0,0,85,72,799,198,,159,132,,44,53,,
00258903,University of New Hampshire,2012,2011,38,0,99,94,16,13,0,0,764,601,0,,,178,137,147,45,20,20,0,0,0,0,0,85,38,601,,,137,147,45,20,20,,
00258903,University of New Hampshire,2013,2012,38,0,102,90,10,12,1,0,741,610,0,,,145,90,131,23,24,27,0,0,0,0,0,85,38,610,,,90,131,23,24,27,,
00258903,University of New Hampshire,2014,2013,36,0,93,78,19,3,0,0,631,488,0,97,0,102,61,130,30,28,21,0,0,0,0,0,85,36,488,97,,61,130,30,28,21,,
00258903,University of New Hampshire,2015,2014,35,,95,77,12,4,0,0,544,381,,116,,78,41,90,25,62,39,,,,,,85,35,381,116,8,41,90,25,62,39,,
00258903,University of New Hampshire,2016,2015,,,87,72,9,1,0,0,511,,,,,106,,,,,,,,,,,85,37,309,170,18,60,79,30,50,36,,
00258903,University of New Hampshire,2017,2016,,,78,65,14,0,0,0,448,,,,,182,,,,,,,,,,,85,36,,,,,63,,,,31,13
00262900,Rutgers University,2015,2014,40,,328,294,52,5,8,1,1046,914,,342,,388,280,150,43,200,60,,,,,,84,40,914,342,23,280,150,43,200,60,,
00262900,Rutgers University,2016,2015,,,245,240,48,12,4,1,1201,,,,,338,,,,,,,,,,,84,48,760,385,20,289,138,37,255,69,,
00262900,Rutgers University,2017,2016,,,247,204,50,9,4,0,1434,,,,,324,,,,,,,,,,,84,39,,,,,143,,,,29,3
00262901,Rutgers University-Camden,2011,2010,63,27,179,150,29,20,2,0,777,554,90,431,65,208,163,153,,153,25,21,13,,10,1,84,90,644,496,,184,166,,163,26,,
00262901,Rutgers University-Camden,2012,2011,74,48,164,130,43,12,9,0,714,547,73,,,196,151,184,79,165,33,11,6,19,8,1,84,122,620,,,162,190,98,173,34,,
00262901,Rutgers University-Camden,2013,2012,44,14,206,203,46,21,8,1,910,755,92,,,218,195,218,71,169,58,10,7,13,8,4,84,58,847,,,205,225,84,177,62,,
00262901,Rutgers University-Camden,2014,2013,36,17,190,124,27,8,5,0,825,626,100,289,38,128,127,167,35,139,22,10,11,7,16,10,84,53,726,327,,137,178,42,155,32,,
00262902,Rutgers University-Newark,2011,2010,60,54,126,84,32,13,5,4,500,259,94,349,50,213,166,107,,182,42,34,12,,18,0,84,114,353,399,,200,119,,200,42,,
00262902,Rutgers University-Newark,2012,2011,58,52,147,148,32,19,4,2,800,543,149,,,196,164,94,37,199,110,19,10,15,13,12,84,110,692,,,183,104,52,212,122,,
00262902,Rutgers University-Newark,2013,2012,30,30,145,110,35,14,7,1,540,391,128,,,232,179,88,27,398,83,27,4,11,37,10,84,60,519,,,206,92,38,435,93,,
00262902,Rutgers University-Newark,2014,2013,25,45,180,122,24,15,6,1,580,350,167,195,36,296,204,32,21,169,56,11,3,17,10,3,84,70,517,231,,215,35,38,179,59,,
00263201,Seton Hall University,2011,2010,65,50,156,191,57,19,3,1,1505,885,354,255,132,132,118,157,,150,55,12,39,,14,16,88,115,1239,387,,130,196,,164,71,,
00263201,Seton Hall University,2012,2011,65,40,240,203,52,21,5,1,1485,959,331,,,126,105,235,4,175,61,21,59,1,15,11,88,105,1290,,,126,294,5,190,72,,
