schoolid,schoolname,calendaryear,sprfactotal,sprftfactotal,sprftfacother,spradminfactotal,sprptfactotal,fallfactotal,fallftfactotal,fallftfacother,falladminfactotal,fallptfactotal,sprfacmen,sprftfacmen,sprotherftfacmen,spradminfacmen,sprptfacmen,fallfacmen,fallftfacmen,fallotherftfacmen,falladminfacmen,fallptfacmen,sprfacwomen,sprftfacwomen,sprotherftfacwomen,spradminfacwomen,sprptfacwomen,fallfacwomen,fallftfacwomen,fallotherftfacwomen,falladminfacwomen,fallptfacwomen,fallfacother,sprfacother,fallfacminority,sprfacminority,fallftfacminority,sprftfacminority,fallotherftfacminority,sprotherftfacminority,falladminfacother,spradminfacother,falladminfacminority,spradminfacminority,fallptfacminority,sprptfacminority,fallptfacother,sprptfacother
00158015,Mercer University,2014,70,23,,9,38,54,27,,9,18,46,16,,4,26,36,18,,4,14,24,7,,5,12,18,9,,5,4,0,0,6,4,4,2,,,0,0,1,1,1,1,0,0
00158015,Mercer University,2015,62,22,0,9,31,55,26,0,9,20,44,16,,4,24,38,18,,4,16,18,6,,5,7,17,8,,5,4,0,0,6,5,4,3,,,0,0,1,1,1,1,0,0
00158015,Mercer University,2016,69,24,0,19,26,62,22,0,20,20,44,16,,7,21,40,15,,7,18,25,8,,12,5,22,7,,13,2,0,0,5,5,3,4,,,0,0,2,1,0,0,0,0
00159800,University of Georgia,2011,79,46,4,7,22,74,50,3,7,14,51,29,1,3,18,44,28,1,3,12,28,17,3,4,4,30,22,2,4,2,,,6,8,6,6,0,0,,,0,0,0,2,,
00159800,University of Georgia,2012,82,50,5,8,19,72,47,4,8,13,50,31,1,4,14,42,26,1,4,11,32,19,4,4,5,30,21,3,4,2,,,9,10,8,7,0,0,,,0,0,1,3,,
00159800,University of Georgia,2013,86,48,1,10,27,74,48,1,10,15,55,27,0,6,22,45,27,0,6,12,31,21,1,4,5,29,21,1,4,3,,,8,11,6,8,0,0,,,1,0,1,3,,
00159800,University of Georgia,2014,80,50,,9,21,70,48,,10,12,50,28,,5,17,42,28,,5,9,30,22,,4,4,28,20,,5,3,0,0,8,10,6,6,,,0,0,1,1,1,3,0,0
00159800,University of Georgia,2015,79,46,0,12,21,70,40,0,13,17,52,29,,6,17,41,25,,4,12,27,17,,6,4,29,15,,9,5,0,0,9,10,6,7,,,0,0,2,1,1,2,0,0
00159800,University of Georgia,2016,87,43,0,12,32,71,40,0,13,18,54,25,,3,26,41,26,,4,11,33,18,,9,6,30,14,,9,7,0,0,12,10,6,6,,,0,0,3,3,3,1,0,0
00161000,University of Hawaii,2011,100,39,2,16,43,71,29,3,16,23,50,17,2,3,28,29,12,2,3,12,50,22,0,13,15,42,17,1,13,11,,,37,43,13,17,3,2,,,8,9,13,15,,
00161000,University of Hawaii,2012,93,28,0,18,47,73,28,0,13,32,50,14,0,5,31,38,14,0,3,21,43,14,0,13,16,35,14,0,10,11,,,37,39,14,12,0,0,,,9,12,14,15,,
00161000,University of Hawaii,2013,106,30,0,18,58,83,28,0,20,35,54,13,0,6,35,47,16,0,7,24,52,17,0,12,23,36,12,0,13,11,,,40,48,15,15,0,0,,,11,11,14,22,,
00161000,University of Hawaii,2014,95,24,,11,60,70,25,,11,34,53,12,,2,39,39,14,,3,22,42,12,,9,21,31,11,,8,12,0,0,26,38,12,13,,,0,0,3,3,11,22,0,0
00161000,University of Hawaii,2015,84,27,0,15,42,66,30,0,14,22,46,13,,4,29,35,15,,4,16,38,14,,11,13,31,15,,10,6,0,0,33,35,16,15,,,0,0,6,6,11,14,0,0
00161000,University of Hawaii,2016,98,23,0,20,55,73,20,0,20,33,56,12,,8,36,41,10,,9,22,42,11,,12,19,32,10,,11,11,0,0,35,45,9,11,,,0,0,13,12,13,22,0,0
00162600,University of Idaho,2011,50,17,4,8,21,50,19,3,9,19,24,10,0,3,11,26,12,0,3,11,26,7,4,5,10,24,7,3,6,8,,,4,3,3,2,0,0,,,1,1,0,0,,
00162600,University of Idaho,2012,64,18,5,9,32,57,20,4,7,26,34,12,0,3,19,33,10,1,5,17,30,6,5,6,13,24,10,3,2,9,,,4,5,3,3,0,0,,,1,1,0,1,,
00162600,University of Idaho,2013,55,18,5,7,25,54,22,3,7,22,29,11,1,4,13,29,10,0,4,15,26,7,4,3,12,25,12,3,3,7,,,5,5,3,3,0,0,,,2,1,0,1,,
00162600,University of Idaho,2014,53,21,,7,25,51,25,,10,16,26,9,,3,14,26,9,,5,12,27,12,,4,11,25,16,,5,4,0,0,7,7,3,3,,,0,0,4,3,0,1,0,0
00162600,University of Idaho,2015,59,22,0,13,24,59,25,0,12,22,28,7,,6,15,33,10,,6,17,31,15,,7,9,26,15,,6,5,0,0,7,7,4,3,,,0,0,3,3,0,1,0,0
00162600,University of Idaho,2016,49,20,0,13,16,50,26,0,10,14,25,6,,6,13,27,11,,4,12,24,14,,7,3,23,15,,6,2,0,0,6,7,2,3,,,0,0,3,3,1,1,0,0
00167100,Depaul University,2011,131,59,0,3,69,119,54,0,5,60,79,34,0,2,43,77,33,0,4,40,52,25,0,1,26,42,21,0,1,20,,,15,12,9,7,0,0,,,1,1,5,4,,
00167100,Depaul University,2012,126,53,0,5,68,114,50,0,2,62,76,33,0,4,39,73,29,0,2,42,50,20,0,1,29,41,21,0,0,20,,,14,14,10,9,0,0,,,1,1,3,4,,
00167100,Depaul University,2013,117,49,0,4,64,116,48,2,2,64,73,29,0,3,41,67,27,1,2,37,44,20,0,1,23,49,21,1,0,27,,,15,14,11,10,0,0,,,1,1,3,3,,
00167100,Depaul University,2014,114,50,,4,60,112,39,,4,69,68,29,,3,36,57,22,,2,33,46,21,,1,24,55,17,,2,36,0,0,13,17,8,10,,,0,0,1,1,4,6,0,0
00167100,Depaul University,2015,123,34,1,10,79,112,32,0,9,71,75,18,,6,51,72,21,,3,48,47,15,,4,28,40,11,,6,23,0,1,18,20,5,7,,,0,0,5,3,8,10,0,0
00167100,Depaul University,2016,126,35,0,9,82,105,35,0,9,61,82,23,,3,56,60,23,,3,34,44,12,,6,26,45,12,,6,27,0,0,19,20,6,5,,,0,0,5,5,8,10,0,0
00169101,Chicago-Kent College of Law-IIT,2011,174,65,1,3,105,154,64,1,3,86,119,42,1,1,75,110,40,0,1,69,55,23,0,2,30,44,24,1,2,17,,,13,17,5,7,1,0,,,1,1,6,9,,
00169101,Chicago-Kent College of Law-IIT,2012,168,65,1,2,100,158,63,1,2,92,118,40,1,1,76,113,40,1,1,71,50,25,0,1,24,45,23,0,1,21,,,17,19,7,7,0,0,,,1,1,9,11,,
00169101,Chicago-Kent College of Law-IIT,2013,172,65,1,3,103,160,63,3,3,91,117,39,1,1,76,110,40,2,1,67,55,26,0,2,27,50,23,1,2,24,,,17,16,8,7,0,0,,,1,1,8,8,,
00169101,Chicago-Kent College of Law-IIT,2014,171,67,,3,101,158,64,,3,91,116,41,,1,74,112,42,,1,69,55,26,,2,27,46,22,,2,22,0,0,18,20,8,9,,,0,0,1,1,9,10,0,0
00169101,Chicago-Kent College of Law-IIT,2015,169,67,0,4,98,150,65,0,4,81,122,43,,2,77,104,41,,2,61,47,24,,2,21,46,24,,2,20,0,0,18,17,10,9,,,0,0,0,0,8,8,0,0
00169101,Chicago-Kent College of Law-IIT,2016,163,65,0,4,94,130,61,0,4,65,114,40,,2,72,85,37,,2,46,49,25,,2,22,45,24,,2,19,0,0,16,17,9,10,,,0,0,0,0,7,7,0,0
00169800,John Marshall Law School,2011,196,70,6,10,110,218,69,6,10,133,129,49,1,6,73,148,47,2,6,93,67,21,5,4,37,70,22,4,4,40,,,30,24,15,13,0,0,,,2,2,13,9,,
00169800,John Marshall Law School,2012,218,66,6,8,138,218,69,7,9,133,138,44,1,5,88,144,45,2,6,91,80,22,5,3,50,74,24,5,3,42,,,28,29,15,14,1,0,,,1,2,11,13,,
00169800,John Marshall Law School,2013,202,62,6,6,128,203,58,6,7,132,134,41,1,5,87,128,38,1,6,83,68,21,5,1,41,75,20,5,1,49,,,24,27,12,15,0,0,,,0,0,12,12,,
00169800,John Marshall Law School,2014,227,61,,6,160,228,56,,6,166,153,38,,5,110,151,35,,5,111,73,23,,1,49,76,21,,1,54,1,1,22,21,10,12,,,0,0,0,0,12,9,1,1
00169800,John Marshall Law School,2015,221,47,0,10,164,201,45,0,13,143,149,27,,7,115,133,27,,8,98,72,20,,3,49,68,18,,5,45,0,0,22,17,10,8,,,0,0,2,2,10,7,0,0
00169800,John Marshall Law School,2016,173,25,0,19,129,158,27,0,19,112,116,17,,9,90,101,18,,9,74,57,8,,10,39,57,9,,10,38,0,0,24,19,5,3,,,0,0,5,4,14,12,0,0
00171000,Loyola University-Chicago,2011,164,49,4,15,96,200,48,7,16,129,83,31,2,5,45,109,31,4,5,69,81,18,2,10,51,91,17,3,11,60,,,22,16,8,6,2,1,,,2,2,10,7,,
00171000,Loyola University-Chicago,2012,221,50,15,15,141,222,48,17,15,142,106,32,4,5,65,108,32,3,5,68,115,18,11,10,76,114,16,14,10,74,,,21,18,7,6,1,3,,,2,2,11,7,,
00171000,Loyola University-Chicago,2013,205,52,9,13,131,216,55,10,13,138,97,32,2,5,58,112,32,2,5,73,108,20,7,8,73,104,23,8,8,65,,,21,18,9,8,1,1,,,1,1,10,8,,
00171000,Loyola University-Chicago,2014,193,51,,14,128,189,56,,12,121,97,28,,6,63,97,25,,5,67,96,23,,8,65,92,31,,7,54,0,0,18,19,8,7,,,0,0,1,1,9,11,0,0
00171000,Loyola University-Chicago,2015,192,53,0,18,121,192,51,0,18,123,90,29,,5,56,101,25,,5,71,102,24,,13,65,91,26,,13,52,0,0,18,20,9,8,,,0,0,1,1,8,11,0,0
00171000,Loyola University-Chicago,2016,166,47,0,18,101,157,49,0,18,90,86,24,,5,57,77,24,,5,48,80,23,,13,44,80,25,,13,42,0,0,16,14,7,7,,,0,0,2,2,7,5,0,0
00173700,Northern Illinois University,2011,34,13,6,9,6,40,17,3,10,10,20,6,2,6,6,25,9,1,6,9,14,7,4,3,0,15,8,2,4,1,,,9,9,6,7,0,0,,,2,1,1,1,,
00173700,Northern Illinois University,2012,41,19,5,10,7,38,17,4,9,8,23,10,1,6,6,22,10,1,4,7,18,9,4,4,1,16,7,3,5,1,,,10,11,7,8,0,0,,,2,2,1,1,,
00173700,Northern Illinois University,2013,43,17,5,9,12,43,17,6,9,11,25,10,2,4,9,27,11,3,3,10,18,7,3,5,3,16,6,3,6,1,,,11,12,7,7,0,0,,,2,2,2,3,,
00173700,Northern Illinois University,2014,42,20,,8,14,44,19,,10,15,22,11,,2,9,26,12,,3,11,20,9,,6,5,18,7,,7,4,0,0,9,9,4,6,,,0,0,3,2,2,1,0,0
00173700,Northern Illinois University,2015,46,21,0,11,14,43,21,0,11,11,27,14,,3,10,25,13,,4,8,19,7,,8,4,18,8,,7,3,0,0,9,9,5,5,,,0,0,2,3,2,1,0,0
00173700,Northern Illinois University,2016,44,20,0,11,13,43,24,0,8,11,24,12,,4,8,23,15,,3,5,20,8,,7,5,20,9,,5,6,0,0,8,5,5,2,,,0,0,2,3,1,0,0,0
00173900,Northwestern University,2011,189,84,15,12,78,171,76,18,12,65,118,44,9,6,59,109,41,12,6,50,71,40,6,6,19,62,35,6,6,15,,,12,18,6,7,1,0,,,1,1,4,10,,
00173900,Northwestern University,2012,190,81,15,13,81,164,84,10,12,58,121,45,9,8,59,105,47,4,8,46,69,36,6,5,22,59,37,6,4,12,,,14,22,5,7,1,1,,,3,3,5,11,,
00173900,Northwestern University,2013,206,81,23,16,86,181,77,25,17,62,128,46,9,9,64,111,44,12,8,47,78,35,14,7,22,70,33,13,9,15,,,16,23,5,6,4,3,,,3,3,4,11,,
00173900,Northwestern University,2014,200,103,,18,79,185,103,,17,65,126,54,,12,60,119,58,,11,50,74,49,,6,19,66,45,,6,15,0,0,14,20,9,10,,,0,0,1,2,4,8,0,0
00173900,Northwestern University,2015,220,102,0,26,92,190,104,0,27,59,139,56,,15,68,116,56,,15,45,81,46,,11,24,74,48,,12,14,0,0,18,20,12,8,,,0,0,3,2,3,10,0,0
00173900,Northwestern University,2016,203,103,0,26,74,187,110,0,26,51,130,55,,14,61,117,56,,16,45,73,48,,12,13,70,54,,10,6,0,0,17,22,12,11,,,0,0,2,2,3,9,0,0
00175800,Southern Illinois University-Carbondale,2011,45,23,0,8,14,42,24,2,8,8,23,9,0,5,9,20,10,1,5,4,22,14,0,3,5,22,14,1,3,4,,,7,5,4,3,0,0,,,2,1,1,1,,
00175800,Southern Illinois University-Carbondale,2012,48,21,0,7,20,37,24,0,6,7,23,7,0,5,11,16,9,0,5,2,25,14,0,2,9,21,15,0,1,5,,,5,7,3,4,0,0,,,1,1,1,2,,
00175800,Southern Illinois University-Carbondale,2013,45,20,0,8,17,42,21,3,8,10,21,7,0,5,9,20,10,1,5,4,24,13,0,3,8,22,11,2,3,6,,,8,7,3,3,2,0,,,2,2,1,2,,
00175800,Southern Illinois University-Carbondale,2014,54,25,,9,20,49,24,,10,15,26,12,,5,9,23,11,,5,7,28,13,,4,11,26,13,,5,8,0,0,7,11,3,5,,,0,0,3,3,1,3,0,0
00175800,Southern Illinois University-Carbondale,2015,50,22,0,10,18,44,22,0,9,13,24,11,,5,8,18,9,,4,5,26,11,,5,10,26,13,,5,8,0,0,5,7,2,2,,,0,0,3,3,0,2,0,0
00175800,Southern Illinois University-Carbondale,2016,51,20,0,10,21,44,24,0,7,13,25,10,,5,10,18,10,,3,5,26,10,,5,11,26,14,,4,8,0,0,4,9,2,2,,,0,0,2,3,0,4,0,0
00177400,University of Chicago,2011,143,61,13,3,66,111,67,10,3,31,107,39,10,1,57,79,46,6,1,26,36,22,3,2,9,32,21,4,2,5,,,14,9,12,7,2,2,,,0,0,0,0,,
00177400,University of Chicago,2012,155,47,13,1,94,101,50,11,1,39,112,34,8,1,69,69,38,8,1,22,43,13,5,0,25,32,12,3,0,17,,,16,17,11,9,2,2,,,0,0,3,6,,
00177400,University of Chicago,2013,153,46,12,5,90,102,46,13,5,38,114,35,9,3,67,69,32,10,3,24,39,11,3,2,23,33,14,3,2,14,,,18,18,11,11,1,2,,,1,1,5,4,,
00177400,University of Chicago,2014,171,65,,6,100,115,67,,6,42,124,46,,3,75,80,48,,3,29,47,19,,3,25,35,19,,3,13,0,0,17,17,10,13,,,0,0,2,2,5,2,0,0
00177400,University of Chicago,2015,153,67,0,7,79,124,67,0,7,50,104,48,,3,53,81,45,,3,33,49,19,,4,26,43,22,,4,17,0,0,23,17,13,11,,,0,0,2,2,8,4,0,0
00177400,University of Chicago,2016,178,73,0,5,100,137,74,0,5,58,129,53,,3,73,92,50,,3,39,49,20,,2,27,45,24,,2,19,0,0,26,21,14,13,,,0,0,2,1,10,7,0,0
00177500,University of Illinois,2011,114,41,9,11,53,116,43,8,12,53,74,25,3,5,41,74,26,2,7,39,40,16,6,6,12,42,17,6,5,14,,,17,16,9,9,1,1,,,2,1,5,5,,
00177500,University of Illinois,2012,103,42,9,11,41,106,43,8,10,45,64,25,3,5,31,62,24,2,4,32,39,17,6,6,10,44,19,6,6,13,,,17,16,9,9,1,1,,,2,2,5,4,,
00177500,University of Illinois,2013,114,43,9,14,48,104,43,9,11,41,68,25,2,5,36,61,24,3,5,29,46,18,7,9,12,43,19,6,6,12,,,16,17,10,10,1,1,,,2,3,3,3,,
00177500,University of Illinois,2014,111,48,,12,51,93,44,,12,37,65,24,,6,35,53,23,,6,24,46,24,,6,16,40,21,,6,13,0,0,15,14,8,9,,,0,0,3,3,4,2,0,0
00177500,University of Illinois,2015,120,41,0,11,68,93,43,0,12,38,74,21,,5,48,54,23,,5,26,46,20,,6,20,39,20,,7,12,0,0,15,16,9,8,,,0,0,3,2,3,6,0,0
00177500,University of Illinois,2016,105,41,0,10,54,88,38,0,9,41,64,24,,4,36,50,20,,3,27,41,17,,6,18,38,18,,6,14,0,0,16,19,8,9,,,0,0,3,3,5,7,0,0
00180500,Indiana Tech Law School,2016,17,6,0,10,1,16,5,0,10,1,8,1,,6,1,8,2,,6,0,9,5,,4,0,8,3,,4,1,0,0,4,4,0,1,,,0,0,4,3,0,0,0,0
00180900,Indiana University - Bloomington,2011,93,52,4,17,20,88,55,1,16,16,59,32,3,9,15,60,38,0,9,13,34,20,1,8,5,28,17,1,7,3,,,6,8,6,8,0,0,,,0,0,0,0,,
00180900,Indiana University - Bloomington,2012,87,47,1,15,24,87,50,4,13,20,56,30,0,8,18,55,31,3,5,16,31,17,1,7,6,32,19,1,8,4,,,9,8,8,8,0,0,,,1,0,0,0,,
00180900,Indiana University - Bloomington,2013,89,46,2,15,26,82,48,4,14,16,53,29,0,6,18,53,32,4,5,12,36,17,2,9,8,29,16,0,9,4,,,8,9,7,8,0,0,,,1,1,0,0,,
00180900,Indiana University - Bloomington,2014,96,49,,16,31,89,55,,15,19,58,32,,8,18,57,37,,7,13,38,17,,8,13,32,18,,8,6,0,0,9,10,8,8,,,0,0,1,1,0,1,0,0
00180900,Indiana University - Bloomington,2015,104,54,0,17,33,91,52,0,17,22,63,35,,8,20,55,32,,8,15,41,19,,9,13,36,20,,9,7,0,0,7,11,7,9,,,0,0,0,1,0,1,0,0
00180900,Indiana University - Bloomington,2016,107,52,0,15,40,91,52,0,15,24,65,30,,6,29,55,33,,6,16,42,22,,9,11,36,19,,9,8,0,0,10,10,9,8,,,0,0,0,0,1,2,0,0
00181300,Indiana University - Indianapolis,2011,103,38,3,14,48,96,42,2,14,38,61,21,3,7,30,59,24,2,7,26,42,17,0,7,18,37,18,0,7,12,,,11,10,6,6,0,0,,,2,2,3,2,,
00181300,Indiana University - Indianapolis,2012,110,40,1,12,57,98,45,2,11,40,62,24,1,5,32,59,23,2,5,29,48,16,0,7,25,39,22,0,6,11,,,8,13,6,6,0,0,,,0,2,2,5,,
00181300,Indiana University - Indianapolis,2013,111,43,0,13,55,96,43,0,11,42,61,23,0,5,33,58,23,0,5,30,50,20,0,8,22,38,20,0,6,12,,,9,9,6,5,0,0,,,1,1,2,3,,
00181300,Indiana University - Indianapolis,2014,100,39,,13,48,85,39,,14,32,56,22,,6,28,47,22,,6,19,44,17,,7,20,37,17,,8,12,1,0,10,7,5,4,,,0,0,3,1,2,2,1,0
00181300,Indiana University - Indianapolis,2015,103,39,0,13,51,89,35,0,13,41,57,22,,5,30,51,20,,5,26,46,17,,8,21,38,15,,8,15,0,0,11,7,4,4,,,0,0,3,3,4,0,0,0
00181300,Indiana University - Indianapolis,2016,102,38,0,13,51,86,34,0,12,40,61,22,,6,33,46,18,,5,23,41,16,,7,18,40,16,,7,17,0,0,10,8,5,4,,,0,0,3,3,2,1,0,0
00184000,University of Notre Dame,2011,97,43,1,12,41,108,49,0,12,47,61,30,0,6,25,70,35,0,6,29,36,13,1,6,16,38,14,0,6,18,,,8,8,5,6,0,0,,,1,1,2,1,,
00184000,University of Notre Dame,2012,112,45,0,15,52,115,54,0,15,46,69,32,0,8,29,73,38,0,8,27,43,13,0,7,23,42,16,0,7,19,,,10,8,6,5,0,0,,,2,1,2,2,,
00184000,University of Notre Dame,2013,113,49,0,13,51,108,46,0,12,50,70,35,0,6,29,67,33,0,6,28,43,14,0,7,22,41,13,0,6,22,,,8,9,5,6,0,0,,,2,2,1,1,,
00184000,University of Notre Dame,2014,116,49,,12,55,116,44,,12,60,73,34,,6,33,73,32,,6,35,43,15,,6,22,43,12,,6,25,0,0,10,10,6,6,,,0,0,2,2,2,2,0,0
00184000,University of Notre Dame,2015,124,46,0,8,70,111,47,0,9,55,80,33,,5,42,68,33,,5,30,44,13,,3,28,43,14,,4,25,0,0,9,10,6,6,,,0,0,1,1,2,3,0,0
00184000,University of Notre Dame,2016,123,42,0,10,71,116,47,0,9,60,75,30,,5,40,75,34,,5,36,48,12,,5,31,41,13,,4,24,0,0,9,8,6,5,,,0,0,1,1,2,2,0,0
00184200,Valparaiso University,2011,74,31,3,9,31,65,27,2,9,27,47,21,3,4,19,38,18,2,4,14,27,10,0,5,12,27,9,0,5,13,,,6,8,5,5,0,1,,,0,0,1,2,,
00184200,Valparaiso University,2012,67,29,1,9,28,61,31,2,8,20,43,21,1,4,17,39,22,1,5,11,24,8,0,5,11,22,9,1,3,9,,,6,5,5,5,0,0,,,0,0,1,0,,
00184200,Valparaiso University,2013,66,25,4,13,24,65,28,3,13,21,39,18,3,6,12,38,18,2,6,12,27,7,1,7,12,27,10,1,7,9,,,5,5,3,4,0,0,,,0,0,2,1,,
00184200,Valparaiso University,2014,67,31,,13,23,60,31,,11,18,39,21,,6,12,32,19,,3,10,28,10,,7,11,28,12,,8,8,0,0,9,6,6,5,,,0,0,0,0,3,1,0,0
00184200,Valparaiso University,2015,62,30,0,11,21,62,30,0,12,20,35,19,,3,13,34,18,,4,12,27,11,,8,8,28,12,,8,8,0,0,10,6,6,5,,,0,0,1,0,3,1,0,0
00184200,Valparaiso University,2016,61,22,0,14,25,42,17,0,12,13,33,13,,5,15,25,12,,6,7,28,9,,9,10,17,5,,6,6,0,0,11,5,6,3,,,0,0,1,1,4,1,0,0
00186000,Drake University,2011,59,26,1,9,23,57,26,1,9,21,33,15,1,4,13,36,18,1,4,13,26,11,0,5,10,21,8,0,5,8,,,6,8,5,5,0,0,,,0,0,1,3,,
00186000,Drake University,2012,55,26,1,9,19,52,25,2,9,16,34,18,1,4,11,34,18,1,4,11,21,8,0,5,8,18,7,1,5,5,,,6,7,4,5,0,0,,,0,0,2,2,,
00186000,Drake University,2013,55,25,2,10,18,54,27,2,10,15,35,18,1,4,12,34,19,1,4,10,20,7,1,6,6,20,8,1,6,5,,,7,6,5,4,0,0,,,1,1,1,1,,
00186000,Drake University,2014,51,27,,11,13,55,25,,9,21,31,20,,4,7,31,18,,3,10,20,7,,7,6,24,7,,6,11,0,0,6,8,5,5,,,0,0,1,1,0,2,0,0
00186000,Drake University,2015,54,25,0,11,18,54,26,0,11,17,34,18,,4,12,34,18,,4,12,20,7,,7,6,20,8,,7,5,0,0,6,6,4,5,,,0,0,1,1,1,0,0,0
00186000,Drake University,2016,57,22,0,11,24,51,25,0,11,15,35,15,,4,16,27,14,,5,8,22,7,,7,8,24,11,,6,7,0,0,5,4,4,3,,,0,0,1,1,0,0,0,0
00189200,University of Iowa,2011,76,39,3,11,23,63,39,3,11,10,48,25,3,5,15,39,25,2,6,6,28,14,0,6,8,24,14,1,5,4,,,6,8,4,6,0,0,,,2,2,0,0,,
00189200,University of Iowa,2012,83,39,3,13,28,70,43,2,12,13,53,25,2,6,20,41,26,1,5,9,30,14,1,7,8,29,17,1,7,4,,,8,6,7,5,0,0,,,1,1,0,0,,
00189200,University of Iowa,2013,76,38,3,12,23,75,43,3,12,17,46,21,2,6,17,48,27,2,6,13,30,17,1,6,6,27,16,1,6,4,,,6,7,4,6,0,0,,,2,1,0,0,,
00189200,University of Iowa,2014,73,36,,13,24,68,40,,13,15,49,23,,8,18,45,26,,8,11,24,13,,5,6,23,14,,5,4,0,0,4,5,2,4,,,0,0,2,1,0,0,0,0
00189200,University of Iowa,2015,72,33,0,16,23,60,34,0,12,14,48,21,,8,19,40,23,,7,10,24,12,,8,4,20,11,,5,4,0,0,3,2,2,0,,,0,0,1,2,0,0,0,0
00189200,University of Iowa,2016,68,32,0,14,22,64,37,0,13,14,45,22,,8,15,41,24,,7,10,23,10,,6,7,23,13,,6,4,0,0,5,4,3,3,,,0,0,2,1,0,0,0,0
00194800,University of Kansas,2011,65,31,3,6,25,58,28,5,6,19,39,19,0,4,16,36,17,0,5,14,26,12,3,2,9,22,11,5,1,5,,,6,7,3,3,1,0,,,2,2,0,2,,
00194800,University of Kansas,2012,68,28,5,7,28,62,30,4,7,21,40,17,0,5,18,36,18,0,5,13,28,11,5,2,10,26,12,4,2,8,,,6,9,4,3,0,1,,,2,2,0,3,,
00194800,University of Kansas,2013,64,30,4,6,24,62,31,4,6,21,38,18,0,4,16,36,18,0,4,14,26,12,4,2,8,26,13,4,2,7,,,8,7,6,4,0,0,,,2,2,0,1,,
00194800,University of Kansas,2014,67,35,,6,26,57,33,,6,18,39,18,,4,17,31,17,,4,10,28,17,,2,9,26,16,,2,8,0,0,7,8,5,5,,,0,0,2,2,0,1,0,0
00194800,University of Kansas,2015,66,35,0,5,26,54,30,0,5,19,38,17,,4,17,30,14,,4,12,28,18,,1,9,24,16,,1,7,0,0,6,6,3,4,,,0,0,2,1,1,1,0,0
00194800,University of Kansas,2016,64,30,0,5,29,54,26,0,6,22,41,15,,4,22,27,10,,5,12,23,15,,1,7,27,16,,1,10,0,0,7,8,4,3,,,0,0,2,2,1,3,0,0
00194900,Washburn University,2011,63,30,1,6,26,65,30,1,5,29,40,18,1,6,15,40,18,1,4,17,23,12,0,0,11,25,12,0,1,12,,,7,7,6,6,0,0,,,1,1,0,0,,
00194900,Washburn University,2012,63,32,1,7,23,68,32,1,7,28,40,20,1,5,14,43,19,1,5,18,23,12,0,2,9,25,13,0,2,10,,,5,7,4,6,0,0,,,1,1,0,0,,
00194900,Washburn University,2013,60,32,1,7,20,54,29,1,7,17,38,20,1,5,12,33,17,1,5,10,22,12,0,2,8,21,12,0,2,7,,,4,3,4,3,0,0,,,0,0,0,0,,
00194900,Washburn University,2014,52,29,,4,19,55,28,,4,23,33,18,,2,13,33,17,,2,14,19,11,,2,6,22,11,,2,9,0,0,4,5,4,5,,,0,0,0,0,0,0,0,0
00194900,Washburn University,2015,53,26,0,4,23,50,27,0,4,19,34,16,,2,16,28,16,,2,10,19,10,,2,7,22,11,,2,9,0,0,4,3,4,3,,,0,0,0,0,0,0,0,0
00194900,Washburn University,2016,57,25,0,4,28,48,25,0,4,19,33,15,,2,16,26,15,,2,9,24,10,,2,12,22,10,,2,10,0,0,4,5,4,4,,,0,0,0,0,0,1,0,0
00198903,University of Kentucky,2011,52,23,0,9,20,56,24,0,13,19,33,16,0,4,13,37,17,0,6,14,19,7,0,5,7,19,7,0,7,5,,,5,6,3,3,0,0,,,2,2,0,1,,
00198903,University of Kentucky,2012,52,20,1,9,22,42,21,0,8,13,31,13,1,4,13,25,11,0,5,9,21,7,0,5,9,17,10,0,3,4,,,6,4,5,3,0,0,,,1,1,0,0,,
00198903,University of Kentucky,2013,51,22,0,9,20,50,22,0,10,18,28,12,0,5,11,30,13,0,6,11,23,10,0,4,9,20,9,0,4,7,,,5,5,3,3,0,0,,,1,1,1,1,,
00198903,University of Kentucky,2014,54,25,,8,21,51,24,,10,17,31,15,,5,11,30,14,,6,10,23,10,,3,10,21,10,,4,7,0,0,5,4,3,2,,,0,0,1,1,1,1,0,0
00198903,University of Kentucky,2015,58,25,0,11,22,52,23,0,10,19,34,14,,7,13,28,12,,6,10,24,11,,4,9,24,11,,4,9,0,0,5,4,3,2,,,0,0,1,1,1,1,0,0
00198903,University of Kentucky,2016,58,22,0,11,25,51,23,0,11,17,29,11,,6,12,28,15,,5,8,29,11,,5,13,23,8,,6,9,0,0,5,4,2,2,,,0,0,1,1,2,1,0,0
00199900,University of Louisville,2011,50,24,0,10,16,46,25,0,10,11,30,13,0,7,10,27,15,0,7,5,20,11,0,3,6,19,10,0,3,6,,,6,4,3,3,0,0,,,1,1,2,0,,
00199900,University of Louisville,2012,53,23,1,9,20,46,25,1,7,13,32,12,0,6,14,25,14,0,4,7,21,11,1,3,6,21,11,1,3,6,,,4,4,4,2,0,0,,,0,1,0,1,,
00199900,University of Louisville,2013,48,22,1,9,16,47,26,0,9,12,26,10,0,6,10,30,15,0,6,9,22,12,1,3,6,17,11,0,3,3,,,5,5,5,4,0,0,,,0,0,0,1,,
00199900,University of Louisville,2014,47,22,,9,16,42,24,,10,8,28,12,,6,10,25,13,,7,5,19,10,,3,6,17,11,,3,3,0,0,6,5,5,5,,,0,0,1,0,0,0,0,0
