schoolid,schoolname,calendaryear,ftrestuition,ptrestuition,ftnonrestuition,ptnonrestuition,tuitionguarind,oncampuscosts,offcampuscosts,athomecosts,schooltype
00347900,Belmont University,2015,38140,,38140,,N,25550,25550,25550,PRI
00347900,Belmont University,2016,39930,,39930,,N,26050,26050,26050,PRI
00347900,Belmont University,2017,43480,,43480,,N,25210,25210,25210,PRI
00350200,Lincoln Memorial University,2014,30984,19100,30984,19100,N,,19860,19860,PRI
00350200,Lincoln Memorial University,2015,32290,21510,32290,21510,N,20860,20860,20860,PRI
00350200,Lincoln Memorial University,2016,34490,23240,34490,23240,N,19860,19860,19860,PRI
00350200,Lincoln Memorial University,2017,35340,23840,35340,23840,N,,19860,19860,PRI
00350900,University of Memphis,2011,15690,13747,37562,21699,N,15195,15195,9433,PUB
00350900,University of Memphis,2012,16834,15018,38706,33904,N,15705,15705,9891,PUB
00350900,University of Memphis,2013,17620,13516,39492,29420,N,16213,16213,10283,PUB
00350900,University of Memphis,2014,18470,16142,25907,22365,N,16567,16567,10477,PUB
00350900,University of Memphis,2015,18387,16447,26247,22670,N,17171,17171,11189,PUB
00350900,University of Memphis,2016,18763,16789,25968,23012,N,17576,17576,11410,PUB
00350900,University of Memphis,2017,19197,17169,26402,23392,N,17735,17735,11581,PUB
00353000,University of Tennessee,2011,16456,,35200,,N,18594,18594,12914,PUB
00353000,University of Tennessee,2012,17678,,36422,,N,19318,19318,11964,PUB
00353000,University of Tennessee,2013,18962,,37706,,N,20016,20016,11718,PUB
00353000,University of Tennessee,2014,19048,,37752,,N,20900,20900,12206,PUB
00353000,University of Tennessee,2015,19256,,37903,,N,21072,21072,12080,PUB
00353000,University of Tennessee,2016,19308,,37982,,N,20998,20998,12006,PUB
00353000,University of Tennessee,2017,19638,,38312,,N,21092,21092,12100,PUB
00353500,Vanderbilt University,2011,46148,,46148,,N,22516,22516,22516,PRI
00353500,Vanderbilt University,2012,46804,,46804,,N,23342,23342,23342,PRI
00353500,Vanderbilt University,2013,48190,,48190,,N,23784,23784,23784,PRI
00353500,Vanderbilt University,2014,49722,,49722,,N,24382,24382,24382,PRI
00353500,Vanderbilt University,2015,51360,,51360,,N,24506,24506,24506,PRI
00353500,Vanderbilt University,2016,53150,,53150,,N,24910,24910,24910,PRI
00353500,Vanderbilt University,2017,55083,,55083,,N,25818,25818,25818,PRI
00354500,Baylor University,2011,43573,,43573,,N,20544,17460,5550,PRI
00354500,Baylor University,2012,46420,,46420,,N,20375,16041,10506,PRI
00354500,Baylor University,2013,49481,,49481,,N,18584,16323,11985,PRI
00354500,Baylor University,2014,52400,52400,52400,52400,N,17641,21007,12036,PRI
00354500,Baylor University,2015,55547,,55547,,N,18214,21246,12283,PRI
00354500,Baylor University,2016,57752,,57752,,N,17994,20418,8358,PRI
00354500,Baylor University,2017,60050,,60050,,N,17925,19341,8688,PRI
00361300,Southern Methodist University,2011,42057,31543,42057,31543,N,20238,20238,20238,PRI
00361300,Southern Methodist University,2012,44017,33013,44017,33013,N,20238,20238,20238,PRI
00361300,Southern Methodist University,2013,46519,34889,46519,34889,N,20238,20238,20238,PRI
00361300,Southern Methodist University,2014,48796,36597,48796,36597,N,20238,20238,20238,PRI
00361300,Southern Methodist University,2015,49962,37472,49962,37472,N,29370,25280,9570,PRI
00361300,Southern Methodist University,2016,51096,38323,51096,38323,N,29370,25280,9570,PRI
00361300,Southern Methodist University,2017,52586,39440,52586,39440,N,29370,26100,9570,PRI
00362300,St. Mary's University,2011,29406,17610,29406,17610,N,15424,15424,15424,PRI
00362300,St. Mary's University,2012,30566,18278,30566,18278,N,17160,17160,17160,PRI
00362300,St. Mary's University,2013,31770,19014,31770,19014,N,18686,18686,18686,PRI
00362300,St. Mary's University,2014,33100,17248,33110,17248,N,18586,18586,18586,PRI
00362300,St. Mary's University,2015,34640,20430,34640,20430,N,19018,19018,19018,PRI
00362300,St. Mary's University,2016,35240,23350,35240,23350,N,19334,19334,19334,PRI
00362300,St. Mary's University,2017,36310,23970,36310,23970,N,20684,20684,20684,PRI
00364200,Texas Southern University,2011,16262,,21212,,N,,18918,18918,PUB
00364200,Texas Southern University,2012,16446,,21396,,N,,18918,,PUB
00364200,Texas Southern University,2013,18443,,23393,,N,,19792,,PUB
00364200,Texas Southern University,2014,18443,,23393,,N,,19792,19792,PUB
00364200,Texas Southern University,2015,19970,,26420,,N,19876,19876,19876,PUB
00364200,Texas Southern University,2016,20245,,27235,,N,20506,20506,20506,PUB
00364200,Texas Southern University,2017,20418,,27618,,N,,20986,,PUB
00364400,Texas Tech University,2011,22190,,30680,,N,14372,14372,14372,PUB
00364400,Texas Tech University,2012,22518,,32148,,N,15102,15102,15102,PUB
00364400,Texas Tech University,2013,22367,,32087,,N,15102,15102,15102,PUB
00364400,Texas Tech University,2014,22733,,32693,,N,16060,16060,16060,PUB
00364400,Texas Tech University,2015,23262,,33792,,N,16060,16060,16060,PUB
00364400,Texas Tech University,2016,23262,,33792,,N,16060,16060,16060,PUB
00364400,Texas Tech University,2017,22996,,34546,,N,16059,16059,16059,PUB
00364500,Texas A&M University,2011,28790,20390,28790,20390,N,15858,15858,15858,PRI
00364500,Texas A&M University,2012,30580,21800,30580,21800,N,16230,16230,16230,PRI
00364500,Texas A&M University,2013,30580,21800,30580,21800,N,17200,17200,17200,PUB
00364500,Texas A&M University,2014,33092,24068,33092,24068,N,21828,21828,21828,PUB
00364500,Texas A&M University,2015,33092,24069,33092,24069,N,24716,24716,24716,PUB
00364500,Texas A&M University,2016,28000,22000,33668,24502,Y,28188,28188,17442,PUB
00364500,Texas A&M University,2017,28504,22396,34498,25110,Y,29214,29214,17532,PUB
00365200,University of Houston,2011,28130,19889,38805,27006,N,12974,16122,9822,PUB
00365200,University of Houston,2012,28130,19889,38805,27006,N,15150,18600,12200,PUB
00365200,University of Houston,2013,29748,20448,39792,27252,N,15450,19000,12400,PUB
00365200,University of Houston,2014,29784,20484,43176,29556,N,15850,19200,12500,PUB
00365200,University of Houston,2015,29784,20484,44044,30144,N,16388,19460,12600,PUB
00365200,University of Houston,2016,30401,20911,45219,30949,N,17088,19484,12614,PUB
00365200,University of Houston,2017,31021,27636,46056,40731,N,14406,16584,9714,PUB
00365800,University of Texas at Austin,2011,30243,,46028,,N,15702,15702,7388,PUB
00365800,University of Texas at Austin,2012,32376,,48075,,N,16412,16412,7648,PUB
00365800,University of Texas at Austin,2013,32376,,48075,,N,19074,19074,10418,PUB
00365800,University of Texas at Austin,2014,33162,,49244,,N,20555,20555,11759,PUB
00365800,University of Texas at Austin,2015,33162,,49244,,N,20631,20631,11835,PUB
00365800,University of Texas at Austin,2016,33995,,50480,,N,20579,20579,11783,PUB
00365800,University of Texas at Austin,2017,35015,,51995,,N,,20579,11783,PUB
00367000,Brigham Young University,2011,10600,,21200,,N,18752,18752,8620,PRI
00367000,Brigham Young University,2012,10950,,21900,,N,19876,19876,9336,PRI
00367000,Brigham Young University,2013,11280,,22560,,N,20072,20072,9290,PRI
00367000,Brigham Young University,2014,11620,,23240,,N,20184,20184,9230,PRI
00367000,Brigham Young University,2015,11970,,23940,,N,20080,20080,7992,PRI
00367000,Brigham Young University,2016,12680,,25360,,N,20352,20352,8100,PRI
00367000,Brigham Young University,2017,12680,,25360,,N,20784,20784,8532,PRI
00367500,University of Utah,2011,20760,,39410,,N,20802,20802,12462,PUB
00367500,University of Utah,2012,22408,,42547,,N,20660,20660,12578,PUB
00367500,University of Utah,2013,23489,,44635,,N,20302,20014,12094,PUB
00367500,University of Utah,2014,24797,,47170,,N,20664,19764,12636,PUB
00367500,University of Utah,2015,25752,,48908,,N,20262,20046,12540,PUB
00367500,University of Utah,2016,25641,,49700,,N,19648,19848,11298,PUB
00367500,University of Utah,2017,26641,,51639,,N,20432,19802,11702,PUB
00370500,William and Mary Law School,2011,26200,,36200,,N,15800,15800,15800,PUB
00370500,William and Mary Law School,2012,27800,,37800,,N,16300,16300,16300,PUB
00370500,William and Mary Law School,2013,29000,,38000,,N,16650,16650,16650,PUB
00370500,William and Mary Law School,2014,29800,,38800,,N,16650,16650,16650,PUB
00370500,William and Mary Law School,2015,30800,,39800,,N,17700,17700,17700,PUB
00370500,William and Mary Law School,2016,32000,,41000,,N,18250,18250,18250,PUB
00370500,William and Mary Law School,2017,32964,,41964,,N,18700,18700,18700,PUB
00374400,University of Richmond,2011,35430,,35430,,N,14570,15780,6480,PRI
00374400,University of Richmond,2012,36850,,36850,,N,15390,16130,6560,PRI
00374400,University of Richmond,2013,38250,2125,38250,2125,N,15930,16130,6560,PRI
00374400,University of Richmond,2014,39200,,39200,,N,16510,16240,6580,PRI
00374400,University of Richmond,2015,39950,,39950,,N,16670,16220,6470,PRI
00374400,University of Richmond,2016,41500,,41500,,N,16960,16440,6420,PRI
00374400,University of Richmond,2017,43000,,43000,,N,17320,16890,6420,PRI
00374500,University of Virginia,2011,44600,,49600,,N,20800,20800,20800,PUB
00374500,University of Virginia,2012,46400,,51400,,N,20400,20400,20400,PUB
00374500,University of Virginia,2013,47900,,52900,,N,20880,20880,20880,PUB
00374500,University of Virginia,2014,51800,,54800,,N,21023,21023,21023,PUB
00374500,University of Virginia,2015,54000,,57000,,N,21323,21323,21323,PUB
00374500,University of Virginia,2016,56300,,59300,,N,18828,18828,18828,PUB
00374500,University of Virginia,2017,58300,,61300,,N,19098,19098,19098,PUB
00374900,George Mason University,2011,23720,20199,38112,31331,N,16800,23210,10500,PUB
00374900,George Mason University,2012,24623,20226,39561,32497,N,16800,23344,10500,PUB
00374900,George Mason University,2013,25351,20660,40737,33298,N,23754,23754,11705,PUB
00374900,George Mason University,2014,25351,20660,40737,33298,N,23549,23549,10720,PUB
00374900,George Mason University,2015,25351,20660,40737,33298,N,23868,23868,10816,PUB
00374900,George Mason University,2016,25351,20660,40737,33298,N,23908,23908,11416,PUB
00374900,George Mason University,2017,25351,20660,40737,33298,N,24862,24862,11532,PUB
00376800,Washington and Lee University,2011,41947,,41947,,N,20138,20138,3525,PRI
00376800,Washington and Lee University,2012,43462,,43462,,N,18623,18623,4390,PRI
00376800,Washington and Lee University,2013,44707,,44707,,N,21003,21003,6360,PRI
00376800,Washington and Lee University,2014,45597,,45597,,N,17143,17143,5040,PRI
00376800,Washington and Lee University,2015,46497,,46497,,N,17613,17613,17613,PRI
00376800,Washington and Lee University,2016,47437,,47437,,N,18123,18123,18123,PRI
00376800,Washington and Lee University,2017,48375,,48375,,N,18125,18125,18125,PRI
00377800,Gonzaga University,2011,34105,,34105,,N,14365,14365,14365,PRI
00377800,Gonzaga University,2012,35460,,35460,,N,15174,15174,15174,PRI
00377800,Gonzaga University,2013,36510,,36510,,N,16606,16606,16606,PRI
00377800,Gonzaga University,2014,36510,,36510,,N,15487,15487,15487,PRI
00377800,Gonzaga University,2015,36510,,36510,,N,18349,18349,18349,PRI
00377800,Gonzaga University,2016,37245,,37245,,N,18514,18514,18514,PRI
00377800,Gonzaga University,2017,38715,,38715,,N,18624,18624,18624,PRI
00379001,Seattle University,2011,39282,32725,39282,32725,N,17997,17997,9969,PRI
00379001,Seattle University,2012,39884,26540,39884,26540,N,20958,20958,10239,PRI
00379001,Seattle University,2013,40486,26940,40486,26940,N,21552,21552,10581,PRI
00379001,Seattle University,2014,41088,30130,41088,30130,N,23545,23545,10900,PRI
00379001,Seattle University,2015,41900,30726,41900,30726,N,23936,23936,11066,PRI
00379001,Seattle University,2016,43582,30510,43582,30510,N,25019,25019,11672,PRI
00379001,Seattle University,2017,45054,28543,45054,28543,N,25510,25510,11866,PRI
00379800,University of Washington,2011,26380,,40450,,N,18573,18573,8184,PUB
00379800,University of Washington,2012,29948,,42918,,N,18807,18807,8313,PUB
00379800,University of Washington,2013,31983,,45024,,N,18843,18843,8313,PUB
00379800,University of Washington,2014,31980,,45021,,N,18843,18843,8250,PUB
00379800,University of Washington,2015,31962,,44124,,N,19425,19425,8355,PUB
00379800,University of Washington,2016,32469,,43860,,N,19011,19011,8322,PUB
00379800,University of Washington,2017,34311,,44979,,N,19437,19437,8433,PUB
00382700,West Virginia University,2011,16423,,31367,,N,14831,14831,14831,PUB
00382700,West Virginia University,2012,17240,,32924,,N,12768,12768,12768,PUB
00382700,West Virginia University,2013,17658,,33714,,N,13116,13116,13116,PUB
00382700,West Virginia University,2014,18234,,34524,,N,14043,14043,14043,PUB
00382700,West Virginia University,2015,19008,,35568,,N,14400,14400,14400,PUB
00382700,West Virginia University,2016,20916,,37674,,N,15290,15290,15290,PUB
00382700,West Virginia University,2017,22878,,37818,,N,15290,15290,15290,PUB
00386300,Marquette University,2011,37570,22500,37570,22500,N,19230,19230,19230,PRI
00386300,Marquette University,2012,38690,23175,38690,23175,N,19490,19490,19490,PRI
00386300,Marquette University,2013,39850,23850,39850,23850,N,19590,19590,19590,PRI
00386300,Marquette University,2014,41040,24450,41040,24450,N,20358,20358,20358,PRI
00386300,Marquette University,2015,42270,26880,42270,26880,N,20358,20358,20358,PRI
00386300,Marquette University,2016,43530,27600,43530,27600,N,20558,20558,20558,PRI
00386300,Marquette University,2017,44830,26625,44830,26625,N,19670,19670,19670,PRI
00389500,University of Wisconsin,2011,19683,1645,38811,3239,N,18030,18030,10000,PUB
00389500,University of Wisconsin,2012,21347,1784,40043,3342,N,18810,18810,10590,PUB
00389500,University of Wisconsin,2013,21365,1882,40061,3440,N,19369,19369,10879,PUB
00389500,University of Wisconsin,2014,21372,1875,40068,3433,N,19676,19676,10946,PUB
00389500,University of Wisconsin,2015,21378,1875,40074,3433,N,19064,19064,10039,PUB
00389500,University of Wisconsin,2016,21450,1881,40146,3439,N,19706,19706,10486,PUB
00389500,University of Wisconsin,2017,22496,1968,41192,3526,N,20350,20350,9441,PUB
00393200,University of Wyoming,2011,13203,,25533,,N,15127,15127,7161,PUB
00393200,University of Wyoming,2012,13428,,26628,,N,15127,15127,7161,PUB
00393200,University of Wyoming,2013,13842,,27192,,N,15548,15548,7329,PUB
00393200,University of Wyoming,2014,14455,,29245,,N,14045,14045,4290,PUB
00393200,University of Wyoming,2015,14911,,30241,,N,15582,15582,5930,PUB
00393200,University of Wyoming,2016,15758,,32590,,N,15883,15883,5930,PUB
00393200,University of Wyoming,2017,16350,,33125,,N,12581,12581,,PUB
00393600,Pontifical Catholic University of P.R.,2011,14446,11006,14446,11006,N,25375,30189,23849,PRI
00393600,Pontifical Catholic University of P.R.,2012,14766,11246,14766,11246,N,25959,30911,24444,PRI
00393600,Pontifical Catholic University of P.R.,2013,15088,11488,15088,11488,N,26458,31507,24957,PRI
00393600,Pontifical Catholic University of P.R.,2014,16638,11768,16638,11768,N,26918,32132,25483,PRI
00393600,Pontifical Catholic University of P.R.,2015,16718,12018,16718,12018,N,11470,16684,10035,PRI
00393600,Pontifical Catholic University of P.R.,2016,17058,12258,17058,12258,N,11642,16967,10205,PRI
00393600,Pontifical Catholic University of P.R.,2017,16418,12498,16418,,N,14235,19148,11794,PRI
00393801,Inter American University of Puerto Rico,2011,14403,11204,14403,11204,Y,,19868,15136,PRI
00393801,Inter American University of Puerto Rico,2012,15243,11848,15243,11848,Y,,20019,15326,PRI
00393801,Inter American University of Puerto Rico,2013,15303,11908,15303,11908,Y,,20125,13622,PRI
00393801,Inter American University of Puerto Rico,2014,15303,11908,15303,11908,Y,,19767,17944,PRI
00393801,Inter American University of Puerto Rico,2015,15413,12018,15413,12018,Y,,19767,16747,PRI
00393801,Inter American University of Puerto Rico,2016,16603,13208,16603,13208,Y,,19767,16747,PRI
00393801,Inter American University of Puerto Rico,2017,16603,13208,16603,13208,Y,,21413,17944,PRI
00394200,University of Puerto Rico,2011,7771,6451,9673,11973,Y,10895,15155,10455,PUB
00394200,University of Puerto Rico,2012,7931,6561,9919,12303,Y,10895,15155,10455,PUB
00394200,University of Puerto Rico,2013,7131,5761,9919,11503,Y,10895,15155,10455,PUB
00394200,University of Puerto Rico,2014,7131,5761,9119,11503,Y,10895,15155,10455,PUB
00394200,University of Puerto Rico,2015,7131,5761,,11503,Y,10895,15155,10455,PUB
00394200,University of Puerto Rico,2016,7131,5761,9119,11503,Y,11340,15837,10900,PUB
00394200,University of Puerto Rico,2017,7383,5983,9401,11659,Y,14021,19306,13581,PUB
00394700,University of California-Hastings,2011,40836,,49336,,N,19930,19930,19930,PUB
00394700,University of California-Hastings,2012,46806,,52806,,N,21156,21156,21156,PUB
00394700,University of California-Hastings,2013,47634,,53634,,N,23613,23613,23613,PUB
00394700,University of California-Hastings,2014,48335,,54335,,N,23613,23613,23613,PUB
00394700,University of California-Hastings,2015,48638,,54638,,N,26508,26508,26508,PUB
00394700,University of California-Hastings,2016,44218,,50218,,N,26508,26508,26508,PUB
00394700,University of California-Hastings,2017,44326,,50326,,N,26508,26508,26508,PUB
00396900,University of Minnesota,2011,34817,,43385,,N,,14244,7576,PUB
00396900,University of Minnesota,2012,36820,,45484,,N,,14244,7286,PUB
00396900,University of Minnesota,2013,40058,,47330,,N,15080,15080,7438,PUB
00396900,University of Minnesota,2014,41222,,48710,,N,15626,15626,4700,PUB
00396900,University of Minnesota,2015,42231,,50373,,N,16166,16166,4700,PUB
00396900,University of Minnesota,2016,43231,,51577,,N,17020,17020,4700,PUB
00396900,University of Minnesota,2017,44066,,52586,,N,18004,18004,18004,PUB
00497700,South Texas College of Law,2011,26850,18100,26850,18100,N,,21150,21150,PRI
00497700,South Texas College of Law,2012,27600,18600,27600,18600,N,,21900,21900,PRI
00497700,South Texas College of Law,2013,28110,18940,28110,18940,N,,21900,21900,PRI
00497700,South Texas College of Law,2014,28680,19320,28680,19320,N,,21900,21900,PRI
00497700,South Texas College of Law,2015,29490,19860,29490,19860,N,,21900,15016,PRI
00497700,South Texas College of Law,2016,30600,20600,30600,20600,N,,21900,15016,PRI
00497700,South Texas College of Law,2017,31500,21200,31500,21200,N,,21900,15016,PRI
00891600,New England Law | Boston,2011,40984,30760,40984,30760,N,,21030,13050,PRI
00891600,New England Law | Boston,2012,42570,31948,42570,31948,N,,21799,13469,PRI
00891600,New England Law | Boston,2013,42570,31948,42570,31948,N,,21874,13544,PRI
00891600,New England Law | Boston,2014,43988,32992,43988,32992,N,,21990,13660,PRI
00891600,New England Law | Boston,2015,45606,34204,45606,34204,N,,22105,13775,PRI
00891600,New England Law | Boston,2016,47054,35330,47054,35330,N,,22312,13982,PRI
00891600,New England Law | Boston,2017,47992,35992,47992,35992,,,22542,14212,PRI
00927500,Northern Kentucky University,2011,15886,10998,33644,23292,N,10412,16052,16052,PUB
00927500,Northern Kentucky University,2012,15782,12140,33540,25800,N,17989,20989,17989,PUB
00927500,Northern Kentucky University,2013,17414,12094,27944,19384,N,10690,15976,15976,PUB
00927500,Northern Kentucky University,2014,17414,12094,27944,19384,N,11010,15804,15804,PUB
00927500,Northern Kentucky University,2015,17960,12882,28802,21151,N,11870,15166,15166,PUB
00927500,Northern Kentucky University,2016,18870,15994,30284,25652,N,12028,15442,15442,PUB
00927500,Northern Kentucky University,2017,19370,16390,31330,26510,N,13026,15878,15878,PUB
00963500,Florida International University,2011,16585,12258,30370,22367,N,18466,24776,12596,PUB
00963500,Florida International University,2012,18841,12886,33086,22535,N,18798,26024,14836,PUB
00963500,Florida International University,2013,20597,14081,34841,23751,N,18488,26658,15316,PUB
00963500,Florida International University,2014,21345,14460,35590,24109,N,18744,27198,15650,PUB
00963500,Florida International University,2015,21406,14501,35650,24150,N,26676,26676,15128,PUB
00963500,Florida International University,2016,21806,14900,36050,24550,N,19088,27374,15826,PUB
00963500,Florida International University,2017,21806,14900,36050,25550,N,17348,26032,14240,PUB
01014205,Touro College,2011,41890,31400,41890,31400,N,24635,24635,11086,PRI
01014205,Touro College,2012,42930,32040,42930,32040,N,,27210,13410,PRI
01014205,Touro College,2013,44520,33220,44520,33220,N,,27250,13036,PRI
01014205,Touro College,2014,44520,33220,44520,33220,N,,28258,13732,PRI
01014205,Touro College,2015,45950,34320,45950,34320,N,,28682,28682,PRI
01014205,Touro College,2016,47320,35340,47320,35340,N,,23620,23620,PRI
01014205,Touro College,2017,48830,36490,48830,36490,N,,23840,23840,PRI
01014913,Pepperdine University,2011,42840,,42840,,N,25476,25476,25476,PRI
01014913,Pepperdine University,2012,44980,,44980,,N,27410,27410,27410,PRI
01014913,Pepperdine University,2013,46680,,46680,,N,27760,27760,27760,PRI
01014913,Pepperdine University,2014,49030,,49030,,N,27970,27970,27970,PRI
01014913,Pepperdine University,2015,51180,,51180,,N,28620,28620,28620,PRI
01014913,Pepperdine University,2016,52200,,52200,,N,27600,27600,27600,PRI
01014913,Pepperdine University,2017,54260,,54260,,N,27000,27000,27000,PRI
01039501,University of San Diego,2011,42754,30874,42754,30874,N,22451,22451,12364,PRI
01039501,University of San Diego,2012,43860,31690,43860,31690,N,22489,22489,12123,PRI
01039501,University of San Diego,2013,45860,33250,45860,33250,N,23162,23162,12796,PRI
01039501,University of San Diego,2014,47490,35190,47490,35190,N,21999,21999,12975,PRI
01039501,University of San Diego,2015,48831,36181,48831,36181,N,21170,21170,13055,PRI
01039501,University of San Diego,2016,50201,37191,50201,37191,N,22003,22003,13564,PRI
01039501,University of San Diego,2017,52571,38941,52571,38941,N,22589,22589,13628,PRI
01085400,Thomas Jefferson School of Law,2011,41000,30000,41000,30000,N,26530,26530,14250,PRI
01085400,Thomas Jefferson School of Law,2012,42000,31500,42000,31500,N,23700,23700,12950,PRI
01085400,Thomas Jefferson School of Law,2013,44000,33000,44000,33000,N,23700,23700,12950,PRI
01085400,Thomas Jefferson School of Law,2014,44900,33700,44900,33700,N,23070,23070,13220,PRI
01085400,Thomas Jefferson School of Law,2015,46200,34700,46200,34700,N,26690,26690,13240,PRI
01085400,Thomas Jefferson School of Law,2016,47600,35700,47600,35700,N,27150,27150,13250,PRI
01085400,Thomas Jefferson School of Law,2017,49500,37130,49500,37130,N,25140,25140,11240,PRI
01164901,Loyola Marymount University-Los Angeles,2011,43060,28845,43060,28845,N,,26042,13894,PRI
01164901,Loyola Marymount University-Los Angeles,2012,44230,29625,44230,29625,N,,27472,15646,PRI
01164901,Loyola Marymount University-Los Angeles,2013,45980,30795,45980,30795,N,,28496,16434,PRI
01164901,Loyola Marymount University-Los Angeles,2014,47750,31975,47750,31975,N,,29350,16984,PRI
01164901,Loyola Marymount University-Los Angeles,2015,50050,33502,50050,33502,N,,30276,17696,PRI
01164901,Loyola Marymount University-Los Angeles,2016,52760,35312,52760,35312,N,,30942,18360,PRI
01164901,Loyola Marymount University-Los Angeles,2017,55110,36882,55110,36882,N,,31240,18320,PRI
01193400,Vermont Law School,2011,43993,,43993,,N,,20146,,PRI
01193400,Vermont Law School,2012,45732,,45732,,N,,20248,,PRI
01193400,Vermont Law School,2013,47135,,47135,,N,,23227,,PRI
01193400,Vermont Law School,2014,47135,,47135,,N,,24934,,PRI
01193400,Vermont Law School,2015,47983,,47983,,N,,25059,,PRI
01193400,Vermont Law School,2016,47998,,47998,,N,,24934,24934,PRI
01193400,Vermont Law School,2017,47998,,47998,,N,24934,24934,24934,PRI
01262700,Western Michigan University,2011,34340,22090,34340,22090,N,14686,14686,14686,PRI
01262700,Western Michigan University,2012,37140,23890,37140,23890,N,,14686,14686,PRI
01262700,Western Michigan University,2013,43540,26140,43540,26140,N,,17584,17584,PRI
01262700,Western Michigan University,2014,44990,27940,44990,27940,N,,17584,17584,PRI
01262700,Western Michigan University,2015,47890,28090,47890,28090,N,,17584,17584,PRI
01262700,Western Michigan University,2016,50790,29790,50790,29790,N,,17714,17714,PRI
01262700,Western Michigan University,2017,51370,30130,51370,30130,N,,17714,17714,PRI
01310300,California Western School of Law,2011,42700,30020,42700,30020,N,,23160,14970,PRI
01310300,California Western School of Law,2012,43700,30700,43700,30700,N,,24042,15722,PRI
01310300,California Western School of Law,2013,44800,31400,44800,31400,N,,24014,15694,PRI
01310300,California Western School of Law,2014,45900,32100,45900,32100,N,,24028,15308,PRI
01310300,California Western School of Law,2015,47260,33060,47260,33060,N,,23792,14272,PRI
01310300,California Western School of Law,2016,48900,34300,48900,34300,N,,23792,13472,PRI
01310300,California Western School of Law,2017,50670,35630,50670,35630,N,,24126,13606,PRI
02053000,Liberty University,2011,30604,,30604,,N,17534,17534,17534,PRI
02053000,Liberty University,2012,32002,,32002,,N,17430,17430,17430,PRI
02053000,Liberty University,2013,31878,,31878,,N,,19422,13676,PRI
02053000,Liberty University,2014,31562,,31562,,N,,19358,13986,PRI
02053000,Liberty University,2015,31562,,31562,,N,,19804,13480,PRI
02053000,Liberty University,2016,32302,,32302,,N,,22033,15037,PRI
02053000,Liberty University,2017,35782,,35782,,N,,22970,15694,PRI
02179937,Western State College of Law,2011,37284,25030,37284,25030,N,,24832,18555,PRI
02179937,Western State College of Law,2012,39600,26620,39600,26620,N,,22839,17975,PRI
02179937,Western State College of Law,2013,40890,27490,40890,27490,N,,23467,18603,PRI
02179937,Western State College of Law,2014,42102,28310,42102,28310,N,,23467,18603,PRI
02179937,Western State College of Law,2015,43350,29150,43350,29150,N,,23467,18603,PRI
02179937,Western State College of Law,2016,43350,29150,43350,29150,N,,33776,20342,PRI
02179937,Western State College of Law,2017,43350,29150,43350,29150,N,,33776,20342,PRI
03091300,Regent University,2011,32780,26420,32780,26420,N,20570,20570,20570,PRI
03091300,Regent University,2012,34405,25645,34405,25645,N,20900,20900,20900,PRI
03091300,Regent University,2013,34060,26290,34060,26290,N,20490,20490,20490,PRI
03091300,Regent University,2014,34390,23140,34390,23140,N,17745,17745,17745,PRI
03091300,Regent University,2015,34890,23490,34890,23490,N,21440,21440,13475,PRI
03091300,Regent University,2016,35050,29350,35050,29350,Y,22180,22180,14215,PRI
03091300,Regent University,2017,36140,28160,36140,28160,N,22250,22250,14285,PRI
03173300,Atlanta's John Marshall Law School,2011,34810,21074,34810,21074,N,,23405,,PRI
03173300,Atlanta's John Marshall Law School,2012,36183,28983,36183,28983,N,,22600,,PRI
03173300,Atlanta's John Marshall Law School,2013,39578,23978,39578,23978,N,,22851,,PRI
03173300,Atlanta's John Marshall Law School,2014,,,,,N,,23939,23939,PRI
03173300,Atlanta's John Marshall Law School,2015,38450,34965,38450,34965,N,,25567,25567,PRI
03173300,Atlanta's John Marshall Law School,2016,40248,24596,40248,24596,N,,26664,26664,PRI
03173300,Atlanta's John Marshall Law School,2017,42628,25748,42628,25748,N,,27425,27425,PRI
03191300,City University of New York,2011,12207,425,19157,750,N,,15743,6072,PUB
03191300,City University of New York,2012,13802,,21802,,N,,18090,6804,PUB
03191300,City University of New York,2013,14472,,22912,,N,,19858,7110,PUB
03191300,City University of New York,2014,15193,,24073,,N,,18959,6163,PUB
03191300,City University of New York,2015,14663,10028,23983,16448,N,,19984,7188,PUB
03191300,City University of New York,2016,14663,13726,23983,22426,N,,20261,9558,PUB
03191300,City University of New York,2017,15113,14155,24723,23115,N,,20379,9636,PUB
03374300,Florida Coastal School of Law,2011,36968,29912,36968,29912,N,,20380,20380,PRI
03374300,Florida Coastal School of Law,2012,39370,31854,39370,31854,N,,21110,21110,PRI
03374300,Florida Coastal School of Law,2013,41256,33440,41256,33440,N,,21434,21434,PRI
03374300,Florida Coastal School of Law,2014,42906,34778,42906,34778,N,,21852,21852,PRI
03374300,Florida Coastal School of Law,2015,44620,36166,44620,36166,Y,,21902,21902,PRI
03374300,Florida Coastal School of Law,2016,46068,37362,46068,37362,Y,,23122,23122,PRI
03374300,Florida Coastal School of Law,2017,46171,37465,46171,37465,N,,23122,23122,PRI
03559300,Appalachian School of Law,2011,29825,,29825,,Y,,28325,,PRI
03559300,Appalachian School of Law,2012,31525,,31525,,Y,,18700,,PRI
03559300,Appalachian School of Law,2013,31325,,31325,,Y,,20383,,PRI
03559300,Appalachian School of Law,2014,31525,,31525,,Y,,16170,16170,PRI
