schoolid,schoolname,calendaryear,academicyear,condscholind,numenteringcondschol,numeliminatedcondschol,numstudents,ftnumstudents,ptnumstudents,totalrecvgrant,totalrecvgrantp,ftrecvgrant,ptrecvgrant,totalgrantlthalf,totalgrantlthalfp,ftgrantlthalf,ptgrantlthalf,totalgrantalhalf,totalgrantalhalfp,ftgrantalhalf,ptgrantalhalf,totalgrantfull,totalgrantfullp,ftgrantfull,ptgrantfull,totalgrantgtfull,totalgrantgtfullp,ftgrantgtfull,ptgrantgtfull,ftgrantamt75,ptgrantamt75,ftgrantamtmedian,ptgrantamtmedian,ftgrantamt25,ptgrantamt25
00270711,Columbia University,2012,2011,N,,,1332,1331,1,642,48.2,642,0,493,37,493,0,124,9.3,124,0,19,1.4,19,0,6,0.5,6,0,24000,0,12000,0,8000,0
00270711,Columbia University,2013,2012,N,,,1294,1290,4,592,45.7,592,0,474,36.6,474,0,103,8,103,0,15,1.2,15,0,0,0,0,0,24000,0,12000,0,7500,0
00270711,Columbia University,2014,2013,N,,,1250,1248,2,539,43.1,539,0,476,38.1,476,0,50,4,50,0,13,1,13,0,0,0,0,0,24000,0,15000,0,9000,0
00270711,Columbia University,2015,2014,N,,,1170,1170,0,557,47.6,557,,394,33.7,394,,136,11.6,136,,27,2.3,27,,0,0,0,,29146,,18000,,10000,
00270711,Columbia University,2016,2015,N,,,1167,1165,2,591,50.6,591,0,402,34.4,402,0,147,12.6,147,0,42,3.6,42,0,0,0,0,0,30312,0,20000,0,12000,0
00270711,Columbia University,2017,2016,N,,,1234,1234,0,653,52.9,653,,436,35.3,436,0,153,12.4,153,,64,5.2,64,,0,0,0,,31524,,22000,,12000,
00271101,Cornell University,2011,2010,,,,615,615,0,278,45.2,278,,226,36.7,226,,52,8.5,52,,0,0,0,,0,0,0,,,,15000,,,
00271101,Cornell University,2012,2011,N,,,612,612,0,281,45.9,281,,239,39.1,239,,42,6.9,42,,0,0,0,,0,0,0,,22800,,15000,,10000,
00271101,Cornell University,2013,2012,N,,,596,596,0,284,47.7,284,,244,40.9,244,,40,6.7,40,,0,0,0,,0,0,0,,25000,,15000,,10000,
00271101,Cornell University,2014,2013,N,,,604,604,0,299,49.5,299,,239,39.6,239,,60,9.9,60,,0,0,0,,0,0,0,,25000,,15000,,10000,
00271101,Cornell University,2015,2014,N,,,595,595,0,337,56.6,337,,253,42.5,253,,84,14.1,84,,0,0,0,,0,0,0,,27000,,17000,,10000,
00271101,Cornell University,2016,2015,N,,,627,627,0,414,66,414,,262,41.8,262,,147,23.4,147,,4,0.6,4,,1,0.2,1,,35000,,22000,,10000,
00271101,Cornell University,2017,2016,N,,,641,641,0,460,71.8,460,,315,49.1,315,0,138,21.5,138,,6,0.9,6,,1,0.2,1,,35000,,25000,,15000,
00272203,Fordham University,2011,2010,,,,1481,1217,264,523,35.3,471,52,480,32.4,432,48,37,2.5,33,4,6,0.4,6,0,0,0,0,0,,,10000,7500,,
00272203,Fordham University,2012,2011,N,,,1496,1244,252,551,36.8,484,67,493,33,441,52,53,3.5,41,12,0,0,0,0,5,0.3,2,3,18450,17000,10000,10000,7500,5000
00272203,Fordham University,2013,2012,N,,,1427,1206,221,573,40.2,493,80,492,34.5,426,66,79,5.5,66,13,2,0.1,1,1,0,0,0,0,18900,16650,10000,10000,7500,6775
00272203,Fordham University,2014,2013,N,,,1328,1109,219,652,49.1,559,93,583,43.9,506,77,63,4.7,49,14,5,0.4,4,1,1,0.1,0,1,20000,15000,12500,10000,7500,5000
00272203,Fordham University,2015,2014,N,,,1209,1006,203,712,58.9,618,94,608,50.3,531,77,99,8.2,82,17,5,0.4,5,0,0,0,0,0,20000,16450,15000,10000,9700,7500
00272203,Fordham University,2016,2015,N,,,1151,956,195,793,68.9,691,102,662,57.5,581,81,122,10.6,103,19,8,0.7,6,2,1,0.1,1,0,24000,20000,15000,15000,10000,7500
00272203,Fordham University,2017,2016,N,,,1163,993,170,810,69.6,721,89,618,53.1,551,67,186,16,165,21,6,0.5,5,1,0,0,0,0,25000,20000,20000,15000,15000,7500
00273200,Hofstra University,2011,2010,,,,1061,945,116,541,51,502,39,301,28.4,275,26,192,18.1,183,9,48,4.5,44,4,0,0,0,0,,,20000,8726,,
00273200,Hofstra University,2012,2011,Y,243,125,1074,1004,70,541,50.4,509,32,273,25.4,248,25,223,20.8,217,6,45,4.2,44,1,0,0,0,0,35000,15000,25000,3069,12500,734
00273200,Hofstra University,2013,2012,Y,199,106,979,945,34,505,51.6,495,10,240,24.5,234,6,200,20.4,196,4,62,6.3,62,0,3,0.3,3,0,10000,10000,25000,15000,40000,25000
00273200,Hofstra University,2014,2013,Y,155,79,849,821,28,446,52.5,436,10,198,23.3,191,7,180,21.2,177,3,68,8,68,0,0,0,0,0,40000,25000,25000,15000,15000,10000
00273200,Hofstra University,2015,2014,Y,231,127,793,769,24,499,62.9,488,11,245,30.9,240,5,173,21.8,171,2,79,10,75,4,2,0.3,2,0,40000,39070,26095,25000,13048,10000
00273200,Hofstra University,2016,2015,Y,196,103,698,679,19,484,69.3,476,8,227,32.5,221,6,157,22.5,155,2,62,8.9,62,0,38,5.4,38,0,51000,36000,30000,15000,15000,5000
00273200,Hofstra University,2017,2016,Y,177,93,719,695,24,490,68.2,479,11,224,31.2,219,5,157,21.8,152,5,102,14.2,101,1,7,1,7,0,50000,36000,30500,30000,15000,12500
00278300,New York Law School,2011,2010,,,,1923,1492,431,728,37.9,633,95,647,33.6,564,83,71,3.7,62,9,10,0.5,7,3,0,0,0,0,,,10000,7500,,
00278300,New York Law School,2012,2011,Y,115,54,1765,1365,400,643,36.4,536,107,589,33.4,494,95,45,2.5,36,9,9,0.5,6,3,0,0,0,0,15000,9500,10000,7325,5000,3000
00278300,New York Law School,2013,2012,Y,166,64,1503,1092,411,743,49.4,603,140,684,45.5,562,122,53,3.5,35,18,2,0.1,2,0,4,0.3,4,0,15000,11250,7500,5625,1750,2500
00278300,New York Law School,2014,2013,Y,189,73,1179,829,350,558,47.3,434,124,433,36.7,342,91,105,8.9,75,30,10,0.8,9,1,10,0.8,8,2,21176,19000,14672,10625,6625,4500
00278300,New York Law School,2015,2014,Y,168,62,968,660,308,545,56.3,414,131,341,35.2,258,83,155,16,116,39,13,1.3,11,2,36,3.7,29,7,29040,23500,17500,12500,7500,7500
00278300,New York Law School,2016,2015,Y,259,96,893,578,315,590,66.1,486,104,343,38.4,267,76,195,21.8,168,27,22,2.5,22,0,30,3.4,29,1,30490,25000,20000,12500,10000,5469
00278300,New York Law School,2017,2016,Y,267,100,863,621,242,668,77.4,506,162,325,37.7,234,91,257,29.8,207,50,69,8,57,12,17,2,8,9,40000,27086,25000,15000,11000,7500
00278500,New York University,2011,2010,,,,1431,1431,0,668,46.7,668,,522,36.5,522,,43,3,43,,103,7.2,103,,0,0,0,,,,15000,,,
00278500,New York University,2012,2011,N,,,1464,1464,0,580,39.6,580,,417,28.5,417,,62,4.2,62,,101,6.9,101,,0,0,0,,25000,,15000,,10000,
00278500,New York University,2013,2012,N,,,1471,1471,0,546,37.1,546,,396,26.9,396,,48,3.3,48,,102,6.9,102,,0,0,0,,30000,,20000,,10000,
00278500,New York University,2014,2013,N,,,1418,1418,0,511,36,511,,364,25.7,364,,44,3.1,44,,103,7.3,103,,0,0,0,,30000,,20000,,12500,
00278500,New York University,2015,2014,N,,,1425,1423,2,541,38,541,0,374,26.2,374,0,53,3.7,53,0,114,8,114,0,0,0,0,0,30000,0,20000,0,14000,0
00278500,New York University,2016,2015,N,,,1395,1395,0,605,43.4,605,,414,29.7,414,,69,4.9,69,,122,8.7,122,,0,0,0,,30000,,20000,,12500,
00278500,New York University,2017,2016,N,,,1369,1369,0,647,47.3,647,,420,30.7,420,0,96,7,96,,131,9.6,131,,0,0,0,,33600,,20000,,12500,
00279102,Pace University,2011,2010,,,,788,614,174,437,55.5,347,90,296,37.6,237,59,115,14.6,86,29,24,3,22,2,2,0.3,2,0,,,17000,12000,,
00279102,Pace University,2012,2011,Y,132,60,776,644,132,448,57.7,369,79,338,43.6,288,50,92,11.9,65,27,17,2.2,15,2,1,0.1,1,0,20000,18000,14000,12000,5000,5000
00279102,Pace University,2013,2012,Y,106,35,680,565,115,383,56.3,315,68,301,44.3,254,47,72,10.6,54,18,10,1.5,7,3,0,0,0,0,8500,6000,14000,12000,20000,17000
00279102,Pace University,2014,2013,Y,141,24,557,478,79,337,60.5,296,41,231,41.5,199,32,84,15.1,76,8,21,3.8,20,1,1,0.2,1,0,25000,16000,16000,11250,10000,5000
00279102,Pace University,2015,2014,Y,115,33,507,443,64,384,75.7,336,48,209,41.2,181,28,129,25.4,113,16,43,8.5,39,4,3,0.6,3,0,30000,20500,21000,15750,10000,7000
00279102,Pace University,2016,2015,Y,108,30,528,466,62,430,81.4,378,52,209,39.6,176,33,157,29.7,143,14,58,11,53,5,6,1.1,6,0,35000,21000,24000,13125,15000,8000
00279102,Pace University,2017,2016,Y,174,65,533,485,48,473,88.7,431,42,231,43.3,207,24,178,33.4,165,13,61,11.4,56,5,3,0.6,3,0,37000,25000,24000,18000,15000,10000
00282300,St. John's University,2011,2010,,,,940,764,176,450,47.9,418,32,176,18.7,159,17,129,13.7,121,8,142,15.1,136,6,3,0.3,2,1,,,27500,15000,,
00282300,St. John's University,2012,2011,Y,152,66,935,787,148,455,48.7,414,41,156,16.7,133,23,141,15.1,131,10,156,16.7,149,7,2,0.2,1,1,46450,27500,30000,15000,20000,7500
00282300,St. John's University,2013,2012,Y,143,64,889,742,147,472,53.1,419,53,157,17.7,125,32,160,18,150,10,153,17.2,143,10,2,0.2,1,1,48070,25000,32500,12500,20000,5000
00282300,St. John's University,2014,2013,Y,195,105,803,671,132,520,64.8,453,67,217,27,172,45,155,19.3,144,11,126,15.7,118,8,22,2.7,19,3,49750,25780,30000,12500,15000,7500
00282300,St. John's University,2015,2014,Y,196,111,743,620,123,512,68.9,437,75,203,27.3,158,45,123,16.6,111,12,180,24.2,162,18,6,0.8,6,0,51490,32500,38617,15000,18750,7500
00282300,St. John's University,2016,2015,Y,188,101,720,604,116,515,71.5,447,68,181,25.1,143,38,119,16.5,109,10,207,28.8,187,20,8,1.1,8,0,53290,39970,40000,15000,22000,7500
00282300,St. John's University,2017,2016,Y,196,115,705,591,114,522,74,456,66,130,18.4,102,28,160,22.7,145,15,227,32.2,205,22,5,0.7,4,1,55150,41365,50000,25000,30000,12500
00283700,University of Buffalo-SUNY,2011,2010,,,,701,693,8,297,42.4,297,0,271,38.7,271,0,0,0,0,0,22,3.1,22,0,4,0.6,4,0,,,5000,0,,
00283700,University of Buffalo-SUNY,2012,2011,N,,,641,637,4,254,39.6,254,0,243,37.9,243,0,10,1.6,10,0,0,0,0,0,1,0.2,1,0,5000,0,5000,0,3095,0
00283700,University of Buffalo-SUNY,2013,2012,N,,,650,598,52,303,46.6,303,0,295,45.4,295,0,8,1.2,8,0,0,0,0,0,0,0,0,0,5804,0,5000,0,4000,0
00283700,University of Buffalo-SUNY,2014,2013,N,,,610,607,3,360,59,360,0,349,57.2,349,0,10,1.6,10,0,0,0,0,0,1,0.2,1,0,6500,0,5000,0,2947,0
00283700,University of Buffalo-SUNY,2015,2014,N,,,562,552,10,306,54.4,306,0,295,52.5,295,0,11,2,11,0,0,0,0,0,0,0,0,0,8000,0,6000,0,4000,0
00283700,University of Buffalo-SUNY,2016,2015,N,,,499,494,5,322,64.5,322,0,288,57.7,288,0,34,6.8,34,0,0,0,0,0,0,0,0,0,10000,0,7000,0,5000,0
00283700,University of Buffalo-SUNY,2017,2016,N,,,455,450,5,334,73.4,334,0,282,62,282,0,48,10.5,48,0,0,0,0,0,4,0.9,4,0,10858,0,8000,0,5995,0
00288200,Syracuse University,2011,2010,,,,638,635,3,454,71.2,454,0,346,54.2,346,0,86,13.5,86,0,10,1.6,10,0,12,1.9,12,0,,,8400,0,,
00288200,Syracuse University,2012,2011,Y,72,7,645,640,5,471,73,470,1,352,54.6,351,1,106,16.4,106,0,8,1.2,8,0,5,0.8,5,0,22788,2500,8900,2500,6000,2500
00288200,Syracuse University,2013,2012,Y,66,11,665,661,4,533,80.2,532,1,410,61.7,409,1,110,16.5,110,0,9,1.4,9,0,4,0.6,4,0,20000,5000,8900,5000,6000,5000
00288200,Syracuse University,2014,2013,Y,117,19,609,605,4,506,83.1,494,12,295,48.4,283,12,205,33.7,205,0,4,0.7,4,0,2,0.3,2,0,27000,10000,13500,7000,8000,5000
00288200,Syracuse University,2015,2014,Y,91,25,540,539,1,487,90.2,487,0,241,44.6,241,0,232,43,232,0,12,2.2,12,0,2,0.4,2,0,33000,0,22000,0,8000,0
00288200,Syracuse University,2016,2015,N,,,508,505,3,481,94.7,481,0,220,43.3,220,0,229,45.1,229,0,26,5.1,26,0,6,1.2,6,0,33000,0,25000,0,11500,0
00288200,Syracuse University,2017,2016,N,,,539,534,5,509,94.4,509,0,262,48.6,262,0,207,38.4,207,0,36,6.7,36,0,4,0.7,4,0,35000,0,21250,0,11000,0
00288600,Albany Law School of Union University,2011,2010,,,,720,697,23,244,33.9,236,8,113,15.7,111,2,123,17.1,117,6,5,0.7,5,0,3,0.4,3,0,,,20000,15000,,
00288600,Albany Law School of Union University,2012,2011,Y,93,33,686,670,16,247,36,237,10,140,20.4,137,3,99,14.4,92,7,7,1,7,0,1,0.1,1,0,26000,18750,20000,18750,15000,15000
00288600,Albany Law School of Union University,2013,2012,Y,52,8,608,567,41,238,39.1,226,12,157,25.8,150,7,72,11.8,67,5,9,1.5,9,0,0,0,0,0,26000,18750,18110,15000,10000,9750
00288600,Albany Law School of Union University,2014,2013,Y,102,24,585,535,50,375,64.1,353,22,207,35.4,199,8,141,24.1,128,13,26,4.4,25,1,1,0.2,1,0,28000,21000,20000,17500,10000,11250
00288600,Albany Law School of Union University,2015,2014,Y,42,12,466,420,46,347,74.5,327,20,195,41.8,185,10,117,25.1,107,10,28,6,28,0,7,1.5,7,0,30000,24750,19000,15000,10000,8250
00288600,Albany Law School of Union University,2016,2015,Y,62,18,403,364,39,336,83.4,319,17,184,45.7,172,12,113,28,109,4,29,7.2,29,0,10,2.5,9,1,31000,18750,18000,12861,10000,7826
00288600,Albany Law School of Union University,2017,2016,Y,97,26,380,342,38,334,87.9,316,18,176,46.3,164,12,126,33.2,121,5,25,6.6,24,1,7,1.8,7,0,32000,18000,20000,12861,12000,11250
00290301,Cardozo School of Law,2011,2010,,,,1124,1025,99,624,55.5,611,13,264,23.5,254,10,206,18.3,203,3,133,11.8,133,0,21,1.9,21,0,,,25000,10000,,
00290301,Cardozo School of Law,2012,2011,Y,130,11,1140,1038,102,631,55.4,608,23,265,23.2,245,20,214,18.8,211,3,144,12.6,144,0,8,0.7,8,0,47800,18000,25000,5000,16000,4000
00290301,Cardozo School of Law,2013,2012,Y,146,13,1139,1032,107,666,58.5,627,39,239,21,207,32,258,22.7,252,6,167,14.7,166,1,2,0.2,2,0,49476,18000,30000,7500,21000,6709
00290301,Cardozo School of Law,2014,2013,Y,160,14,1070,983,87,686,64.1,639,47,291,27.2,250,41,265,24.8,260,5,129,12.1,128,1,1,0.1,1,0,42000,21000,30000,10000,22000,10000
00290301,Cardozo School of Law,2015,2014,Y,160,16,1022,947,75,746,73,700,46,289,28.3,252,37,302,29.5,294,8,154,15.1,153,1,1,0.1,1,0,43000,25000,30000,15000,24000,10000
00290301,Cardozo School of Law,2016,2015,N,,,927,852,75,752,81.1,691,61,300,32.4,259,41,320,34.5,300,20,131,14.1,131,0,1,0.1,1,0,44500,27000,30000,11000,22000,5000
00290301,Cardozo School of Law,2017,2016,N,,,881,803,78,732,83.1,673,59,287,32.6,248,39,282,32,267,15,163,18.5,158,5,0,0,0,0,50000,25307,35000,10000,25000,8000
00291300,Campbell University,2011,2010,,,,450,450,0,173,38.4,173,,108,24,108,,62,13.8,62,,3,0.7,3,,0,0,0,,,,10700,,,
00291300,Campbell University,2012,2011,Y,102,19,475,475,0,43,9.1,43,,37,7.8,37,,5,1.1,5,,1,0.2,1,,0,0,0,,13600,,10600,,8000,
00291300,Campbell University,2013,2012,Y,107,24,453,453,0,214,47.2,214,,183,40.4,183,,29,6.4,29,,2,0.4,2,,0,0,0,,16000,,12500,,7500,
00291300,Campbell University,2014,2013,Y,0,0,422,422,0,254,60.2,254,,177,41.9,177,,75,17.8,75,,2,0.5,2,,0,0,0,,17000,,12500,,7500,
00291300,Campbell University,2015,2014,N,,,442,421,21,307,69.5,296,11,244,55.2,237,7,57,12.9,54,3,6,1.4,5,1,0,0,0,0,17000,10000,12500,7500,8500,5000
00291300,Campbell University,2016,2015,N,,,432,399,33,354,81.9,338,16,263,60.9,254,9,84,19.4,78,6,7,1.6,6,1,0,0,0,0,18900,13750,12500,8750,7500,6250
00291300,Campbell University,2017,2016,N,,,410,380,30,376,91.7,359,17,273,66.6,260,13,93,22.7,89,4,10,2.4,10,0,0,0,0,0,20000,8750,12500,5000,10000,0
00292002,Duke University,2011,2010,,,,681,644,37,535,78.6,535,0,454,66.7,454,0,64,9.4,64,0,16,2.3,16,0,1,0.1,1,0,,,16000,0,,
00292002,Duke University,2012,2011,N,,,683,644,39,577,84.5,577,0,511,74.8,511,0,45,6.6,45,0,21,3.1,21,0,0,0,0,0,22000,0,18000,0,14000,0
00292002,Duke University,2013,2012,N,,,660,632,28,563,85.3,563,0,504,76.4,504,0,44,6.7,44,0,15,2.3,15,0,0,0,0,0,22500,0,18000,0,14000,0
00292002,Duke University,2014,2013,N,,,647,629,18,539,83.3,539,0,451,69.7,451,0,75,11.6,75,0,13,2,13,0,0,0,0,0,24000,0,18000,0,15000,0
00292002,Duke University,2015,2014,N,,,666,646,20,560,84.1,560,0,454,68.2,454,0,95,14.3,95,0,11,1.7,11,0,0,0,0,0,25000,0,20000,0,15000,0
00292002,Duke University,2016,2015,N,,,686,668,18,579,84.4,579,0,450,65.6,450,0,114,16.6,114,0,15,2.2,15,0,0,0,0,0,27000,0,22500,0,16000,0
00292002,Duke University,2017,2016,N,,,676,676,0,580,85.8,580,,405,59.9,405,0,163,24.1,163,,12,1.8,12,,0,0,0,,30000,,24000,,18000,
00292701,Elon University,2011,2010,,,,342,342,0,280,81.9,280,,227,66.4,227,,31,9.1,31,,22,6.4,22,,0,0,0,,,,10000,,,
00292701,Elon University,2012,2011,Y,65,6,365,365,0,275,75.3,275,,206,56.4,206,,58,15.9,58,,9,2.5,9,,2,0.5,2,,16750,,10000,,7500,
00292701,Elon University,2013,2012,Y,22,2,327,327,0,234,71.6,234,,155,47.4,155,,57,17.4,57,,18,5.5,18,,4,1.2,4,,20400,,12500,,7500,
00292701,Elon University,2014,2013,Y,17,0,291,291,0,226,77.7,226,,160,55,160,,57,19.6,57,,4,1.4,4,,5,1.7,5,,20000,,12500,,9250,
00292701,Elon University,2015,2014,Y,17,0,281,281,0,216,76.9,216,,140,49.8,140,,69,24.6,69,,5,1.8,5,,2,0.7,2,,20000,,13500,,10000,
00292701,Elon University,2016,2015,Y,17,0,315,315,0,278,88.3,278,,202,64.1,202,,71,22.5,71,,3,1,3,,2,0.6,2,,20000,,15000,,10000,
00292701,Elon University,2017,2016,Y,23,0,333,333,0,305,91.6,305,,183,55,183,0,116,34.8,116,,4,1.2,4,,2,0.6,2,,23571,,18964,,10000,
00295000,North Carolina Central University,2011,2010,,,,602,491,111,346,57.5,336,10,183,30.4,173,10,65,10.8,65,0,58,9.6,58,0,40,6.6,40,0,,,6253,0,,
00295000,North Carolina Central University,2012,2011,Y,16,5,532,437,95,284,53.4,264,20,144,27.1,124,20,68,12.8,68,0,65,12.2,65,0,7,1.3,7,0,10258,0,6400,0,4100,0
00295000,North Carolina Central University,2013,2012,Y,19,6,583,481,102,351,60.2,330,21,216,37,196,20,68,11.7,67,1,47,8.1,47,0,20,3.4,20,0,8524,0,3193,0,1596,0
00295000,North Carolina Central University,2014,2013,Y,25,6,611,496,115,313,51.2,311,2,190,31.1,188,2,53,8.7,53,0,42,6.9,42,0,28,4.6,28,0,9192,0,6294,0,1860,0
00295000,North Carolina Central University,2015,2014,Y,16,4,595,495,100,299,50.3,293,6,150,25.2,145,5,81,13.6,81,0,47,7.9,46,1,21,3.5,21,0,8504,0,7139,0,2970,0
00295000,North Carolina Central University,2016,2015,N,,,582,470,112,303,52.1,277,26,173,29.7,157,16,69,11.9,63,6,47,8.1,43,4,14,2.4,14,0,9141,5304,8541,3536,2810,1768
00295000,North Carolina Central University,2017,2016,N,,,519,423,96,288,55.5,263,25,179,34.5,160,19,43,8.3,43,0,61,11.8,55,6,5,1,5,0,12493,8139,7543,4585,2755,2205
00297400,University of North Carolina,2011,2010,,,,778,778,0,674,86.6,674,,568,73,568,,88,11.3,88,,4,0.5,4,,14,1.8,14,,,,1550,,,
00297400,University of North Carolina,2012,2011,N,,,772,772,0,523,67.7,523,,406,52.6,406,,95,12.3,95,,3,0.4,3,,19,2.5,19,,10000,,5000,,1564,
00297400,University of North Carolina,2013,2012,N,,,741,741,0,502,67.7,502,,384,51.8,384,,96,13,96,,3,0.4,3,,19,2.6,19,,11057,,5578,,2221,
00297400,University of North Carolina,2014,2013,N,,,720,720,0,630,87.5,630,,537,74.6,537,,68,9.4,68,,15,2.1,15,,10,1.4,10,,11000,,2628,,1000,
00297400,University of North Carolina,2015,2014,N,,,667,667,0,349,52.3,349,,232,34.8,232,,90,13.5,90,,15,2.2,15,,12,1.8,12,,14000,,10000,,5000,
00297400,University of North Carolina,2016,2015,N,,,657,657,0,410,62.4,410,,254,38.7,254,,137,20.9,137,,15,2.3,15,,4,0.6,4,,15000,,14000,,9000,
00297400,University of North Carolina,2017,2016,N,,,634,634,0,421,66.4,421,,165,26,165,0,242,38.2,242,,13,2.1,13,,1,0.2,1,,15000,,14000,,11000,
00297805,Wake Forest University,2011,2010,,,,487,487,0,231,47.4,231,,110,22.6,110,,90,18.5,90,,24,4.9,24,,7,1.4,7,,,,18257,,,
00297805,Wake Forest University,2012,2011,Y,2,0,506,487,19,294,58.1,294,0,142,28.1,142,0,137,27.1,137,0,9,1.8,9,0,6,1.2,6,0,27500,0,20000,0,10000,0
00297805,Wake Forest University,2013,2012,Y,2,0,476,465,11,320,67.2,320,0,148,31.1,148,0,165,34.7,165,0,0,0,0,0,7,1.5,7,0,34000,0,20000,0,14000,0
00297805,Wake Forest University,2014,2013,Y,2,1,506,482,24,411,81.2,411,0,244,48.2,244,0,157,31,157,0,4,0.8,4,0,6,1.2,6,0,25000,0,20000,0,15000,0
00297805,Wake Forest University,2015,2014,Y,2,0,501,486,15,428,85.4,428,0,204,40.7,204,0,220,43.9,220,0,0,0,0,0,4,0.8,4,0,30000,0,22000,0,15000,0
00297805,Wake Forest University,2016,2015,N,,,506,492,14,447,88.3,447,0,195,38.5,195,0,219,43.3,219,0,26,5.1,26,0,7,1.4,7,0,32000,0,25000,0,15000,0
00297805,Wake Forest University,2017,2016,N,,,490,467,23,495,101,495,0,244,49.8,244,0,207,42.2,207,0,39,8,39,0,5,1,5,0,32000,0,22000,0,10000,0
00300500,University of North Dakota,2011,2010,,,,256,256,0,80,31.3,80,,56,21.9,56,,15,5.9,15,,7,2.7,7,,2,0.8,2,,,,3750,,,
00300500,University of North Dakota,2012,2011,N,,,251,251,0,71,28.3,71,,49,19.5,49,,8,3.2,8,,3,1.2,3,,11,4.4,11,,7463,,3400,,1425,
00300500,University of North Dakota,2013,2012,N,,,241,241,0,90,37.3,90,,56,23.2,56,,24,10,24,,6,2.5,6,,4,1.7,4,,8493,,3500,,1000,
00300500,University of North Dakota,2014,2013,N,,,241,241,0,93,38.6,93,,70,29,70,,17,7.1,17,,0,0,0,,6,2.5,6,,7686,,2418,,650,
00300500,University of North Dakota,2015,2014,N,,,229,229,0,97,42.4,97,,76,33.2,76,,18,7.9,18,,0,0,0,,3,1.3,3,,6168,,2500,,1300,
00300500,University of North Dakota,2016,2015,N,,,224,224,0,94,42,94,,67,29.9,67,,19,8.5,19,,5,2.2,5,,3,1.3,3,,7400,,3500,,1500,
00300500,University of North Dakota,2017,2016,N,,,234,234,0,85,36.3,85,,59,25.2,59,0,17,7.3,17,,4,1.7,4,,5,2.1,5,,7750,,4100,,2000,
00302302,Capital University,2011,2010,,,,656,486,170,330,50.3,264,66,263,40.1,209,54,66,10.1,54,12,1,0.2,1,0,0,0,0,0,,,12000,5000,,
00302302,Capital University,2012,2011,Y,91,32,633,456,177,307,48.5,240,67,193,30.5,185,8,113,17.9,54,59,1,0.2,1,0,0,0,0,0,17000,10000,12000,6000,7500,4000
00302302,Capital University,2013,2012,Y,103,43,577,401,176,114,19.8,78,36,81,14,50,31,33,5.7,28,5,0,0,0,0,0,0,0,0,20000,10000,15000,8000,8000,5000
00302302,Capital University,2014,2013,Y,84,39,505,326,179,269,53.3,192,77,193,38.2,135,58,76,15,57,19,0,0,0,0,0,0,0,0,20000,11000,11000,8000,7000,5000
00302302,Capital University,2015,2014,Y,92,21,475,291,184,265,55.8,186,79,179,37.7,117,62,85,17.9,69,16,1,0.2,0,1,0,0,0,0,20000,10250,15000,8000,8000,5000
00302302,Capital University,2016,2015,Y,90,16,410,255,155,271,66.1,177,94,188,45.9,100,88,81,19.8,76,5,2,0.5,1,1,0,0,0,0,20500,10000,17000,7000,10000,4188
00302302,Capital University,2017,2016,Y,111,35,378,240,138,300,79.4,194,106,197,52.1,108,89,100,26.5,84,16,3,0.8,2,1,0,0,0,0,22000,10250,15125,7000,8500,4419
00302400,Case Western Reserve University,2011,2010,,,,627,624,3,441,70.3,441,0,379,60.4,379,0,53,8.5,53,0,9,1.4,9,0,0,0,0,0,,,9333,0,,
00302400,Case Western Reserve University,2012,2011,N,,,605,600,5,404,66.8,404,0,304,50.2,304,0,87,14.4,87,0,13,2.1,13,0,0,0,0,0,22000,0,15333,0,9667,0
00302400,Case Western Reserve University,2013,2012,N,,,573,567,6,431,75.2,431,0,275,48,275,0,135,23.6,135,0,21,3.7,21,0,0,0,0,0,29166,0,21000,0,9166,0
00302400,Case Western Reserve University,2014,2013,N,,,422,418,4,336,79.6,336,0,166,39.3,166,0,169,40,169,0,1,0.2,1,0,0,0,0,0,34333,0,27000,0,13333,0
00302400,Case Western Reserve University,2015,2014,N,,,398,397,1,355,89.2,355,0,118,29.6,118,0,224,56.3,224,0,13,3.3,13,0,0,0,0,0,39333,0,32667,0,17333,0
00302400,Case Western Reserve University,2016,2015,N,,,381,380,1,345,90.6,345,0,89,23.4,89,0,247,64.8,247,0,9,2.4,9,0,0,0,0,0,39333,0,33233,0,20000,0
00302400,Case Western Reserve University,2017,2016,N,,,422,421,1,395,93.6,395,0,91,21.6,91,0,298,70.6,298,0,6,1.4,6,0,0,0,0,0,40333,0,33833,0,21667,0
00303200,Cleveland State University,2011,2010,,,,610,453,157,199,32.6,165,34,91,14.9,85,6,49,8,31,18,59,9.7,49,10,0,0,0,0,,,9232,3150,,
00303200,Cleveland State University,2012,2011,Y,63,30,557,425,132,220,39.5,182,38,99,17.8,83,16,85,15.3,66,19,34,6.1,32,2,2,0.4,1,1,14935,7467,9957,3463,4978,1731
00303200,Cleveland State University,2013,2012,Y,72,32,495,375,120,159,32.1,125,34,68,13.7,54,14,76,15.4,57,19,15,3,14,1,0,0,0,0,15094,7602,10062,3433,5031,1716
00303200,Cleveland State University,2014,2013,Y,0,0,439,328,111,168,38.3,159,9,59,13.4,52,7,104,23.7,102,2,5,1.1,5,0,0,0,0,0,8931,4122,5954,2748,2977,1374
00303200,Cleveland State University,2015,2014,Y,113,68,405,314,91,370,91.4,312,58,15,3.7,9,6,162,40,143,19,8,2,4,4,185,45.7,156,29,13652,9700,9101,6466,4550,3233
