schoolid,schoolname,calendaryear,totaljd,hispanicjd,amindianjd,asianjd,blackjd,nathawjd,twoormorejd,minorityjd,whitejd,nonresalienjd,unknownjd,menjd,hispanicmenjd,amindianmenjd,asianmenjd,blackmenjd,nathawmenjd,twoormoremenjd,minoritymenjd,whitemenjd,nonresalienmenjd,unknownmenjd,womenjd,hispanicwomenjd,amindianwomenjd,asianwomenjd,blackwomenjd,nathawwomenjd,twoormorewomenjd,minoritywomenjd,whitewomenjd,nonresalienwomenjd,unknownwomenjd,otherjd,hispanicotherjd,amindianotherjd,asianotherjd,blackotherjd,nathawotherjd,twoormoreotherjd,minorityotherjd,whiteotherjd,nonresalienotherjd,unknownotherjd,totalftjd,fthispanicjd,ftamindjd,ftasianjd,ftblackjd,ftnathawjd,fttwoormorejd,ftminorityjd,ftwhitejd,ftnonresalienjd,ftunknownjd,totalptjd,pthispanicjd,ptamindjd,ptasianjd,ptblackjd,ptnathawjd,pttwoormorejd,ptminorityjd,ptwhitejd,ptnonresalienjd,ptunknownjd,totaljd1,hispanicjd1,amindianjd1,asianjd1,blackjd1,nathawjd1,twoormorejd1,minorityjd1,whitejd1,nonresalienjd1,unknownjd1,amindianmenjd1,amindianotherjd1,amindianwomenjd1,asianmenjd1,asianotherjd1,asianwomenjd1,blackmenjd1,blackotherjd1,blackwomenjd1,hispanicmenjd1,hispanicotherjd1,hispanicwomenjd1,minoritymenjd1,minorityotherjd1,minoritywomenjd1,nathawmenjd1,nathawotherjd1,nathawwomenjd1,nonresalienmenjd1,nonresalienotherjd1,nonresalienwomenjd1,twoormoremenjd1,twoormoreotherjd1,twoormorewomenjd1,unknownmenjd1,unknownotherjd1,unknownwomenjd1,whitemenjd1,whiteotherjd1,whitewomenjd1,menjd1,otherjd1,womenjd1,amindianjd2,amindianmenjd2,amindianotherjd2,amindianwomenjd2,asianjd2,asianmenjd2,asianotherjd2,asianwomenjd2,blackjd2,blackmenjd2,blackotherjd2,blackwomenjd2,hispanicjd2,hispanicmenjd2,hispanicotherjd2,hispanicwomenjd2,minorityjd2,minoritymenjd2,minorityotherjd2,minoritywomenjd2,nathawjd2,nathawmenjd2,nathawotherjd2,nathawwomenjd2,nonresalienjd2,nonresalienmenjd2,nonresalienotherjd2,nonresalienwomenjd2,twoormorejd2,twoormoremenjd2,twoormoreotherjd2,twoormorewomenjd2,unknownjd2,unknownmenjd2,unknownotherjd2,unknownwomenjd2,whitejd2,whitemenjd2,whiteotherjd2,whitewomenjd2,menjd2,otherjd2,womenjd2,totaljd2,amindianjd3,amindianmenjd3,amindianotherjd3,amindianwomenjd3,asianjd3,asianmenjd3,asianotherjd3,asianwomenjd3,blackjd3,blackmenjd3,blackotherjd3,blackwomenjd3,hispanicjd3,hispanicmenjd3,hispanicotherjd3,hispanicwomenjd3,minorityjd3,minoritymenjd3,minorityotherjd3,minoritywomenjd3,nathawjd3,nathawmenjd3,nathawotherjd3,nathawwomenjd3,nonresalienjd3,nonresalienmenjd3,nonresalienotherjd3,nonresalienwomenjd3,twoormorejd3,twoormoremenjd3,twoormoreotherjd3,twoormorewomenjd3,unknownjd3,unknownmenjd3,unknownotherjd3,unknownwomenjd3,whitejd3,whitemenjd3,whiteotherjd3,whitewomenjd3,menjd3,otherjd3,womenjd3,totaljd3
00364400,Texas Tech University,2016,518,64,0,18,8,1,46,137,364,2,15,287,33,0,10,4,0,18,65,212,2,8,231,31,0,8,4,1,28,72,152,0,7,0,0,0,0,0,0,0,0,0,0,0,517,64,0,18,8,1,46,137,363,2,15,1,0,0,0,0,0,0,0,1,0,0,163,32,0,5,2,0,7,46,111,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00364400,Texas Tech University,2017,440,58,2,9,11,0,40,120,310,0,10,255,32,0,7,5,0,15,59,188,0,8,185,26,2,2,6,0,25,61,122,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,142,12,1,2,5,0,20,40,99,0,3,0,0,1,2,0,0,2,0,3,5,0,7,17,0,23,0,0,0,0,0,0,8,0,12,2,0,1,66,0,33,85,0,57,1,0,0,1,5,4,0,1,2,1,0,1,25,13,0,12,40,21,0,19,0,0,0,0,0,0,0,0,7,3,0,4,3,2,0,1,105,65,0,40,88,0,60,148,0,0,0,0,2,1,0,1,4,2,0,2,21,14,0,7,40,21,0,19,0,0,0,0,0,0,0,0,13,4,0,9,4,4,0,0,106,57,0,49,82,0,68,150
00364500,Texas A&M University,2011,730,69,6,33,33,1,18,160,552,0,18,397,40,4,14,12,0,11,81,310,0,6,333,29,2,19,21,1,7,79,242,0,12,,,,,,,,,,,,431,38,2,19,9,0,11,79,342,0,10,299,31,4,14,24,1,7,81,210,0,8,402,37,3,13,18,1,14,86,305,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00364500,Texas A&M University,2012,738,81,6,31,40,3,22,183,533,0,22,375,37,4,14,11,2,11,79,286,0,10,363,44,2,17,29,1,11,104,247,0,12,,,,,,,,,,,,470,55,3,18,19,1,15,111,345,0,14,268,26,3,13,21,2,7,72,188,0,8,418,59,2,16,26,0,14,117,285,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00364500,Texas A&M University,2013,771,84,2,24,49,0,45,204,531,0,36,397,38,1,13,14,0,28,94,284,0,19,374,46,1,11,35,0,17,110,247,0,17,,,,,,,,,,,,469,53,0,16,28,0,26,123,324,0,22,302,31,2,8,21,0,19,81,207,0,14,448,55,2,13,34,0,26,130,293,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00364500,Texas A&M University,2014,702,100,4,21,51,0,18,194,489,3,16,362,52,2,10,15,0,10,89,262,1,10,340,48,2,11,36,0,8,105,227,2,6,0,0,0,0,0,0,0,0,0,0,0,458,65,3,12,30,0,9,119,327,3,9,244,35,1,9,21,0,9,75,162,0,7,368,58,2,10,26,0,8,104,254,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00364500,Texas A&M University,2015,581,79,3,14,36,0,12,144,419,7,11,299,38,1,6,14,0,7,66,223,4,6,282,41,2,8,22,0,5,78,196,3,5,0,0,0,0,0,0,0,0,0,0,0,396,50,2,9,21,0,6,88,296,6,6,185,29,1,5,15,0,6,56,123,1,5,261,33,1,6,15,0,3,58,196,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00364500,Texas A&M University,2016,484,64,4,10,29,0,7,114,352,6,12,243,32,1,4,12,0,6,55,177,3,8,241,32,3,6,17,0,1,59,175,3,4,0,0,0,0,0,0,0,0,0,0,0,355,42,4,7,18,0,3,74,265,6,10,129,22,0,3,11,0,4,40,87,0,2,133,18,0,5,5,0,1,29,94,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00364500,Texas A&M University,2017,412,64,2,9,29,0,4,108,292,2,10,205,34,1,2,13,0,3,53,146,0,6,207,30,1,7,16,0,1,55,146,2,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,144,28,2,1,11,0,0,42,98,0,4,1,0,1,0,0,1,4,0,7,16,0,12,21,0,21,0,0,0,0,0,0,0,0,0,2,0,2,50,0,48,73,0,71,0,0,0,0,6,1,0,5,12,5,0,7,26,13,0,13,45,20,0,25,0,0,0,0,2,0,0,2,1,1,0,0,5,3,0,2,133,66,0,67,89,0,96,185,0,0,0,0,2,1,0,1,6,4,0,2,10,5,0,5,21,12,0,9,0,0,0,0,0,0,0,0,3,2,0,1,1,1,0,0,61,30,0,31,43,0,40,83
00365200,University of Houston,2011,830,82,10,113,60,0,0,265,549,1,15,472,38,6,63,16,0,0,123,339,0,10,358,44,4,50,44,0,0,142,210,1,5,,,,,,,,,,,,676,70,9,91,45,0,0,215,450,1,10,154,12,1,22,15,0,0,50,99,0,5,251,29,2,41,18,0,0,90,160,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365200,University of Houston,2012,775,91,9,98,50,1,0,249,509,0,17,432,42,6,44,14,1,0,107,315,0,10,343,49,3,54,36,0,0,142,194,0,7,,,,,,,,,,,,632,75,9,84,37,1,0,206,413,0,13,143,16,0,14,13,0,0,43,96,0,4,212,23,2,23,11,1,0,60,145,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365200,University of Houston,2013,743,95,6,90,52,1,0,244,483,10,6,404,48,4,39,16,1,0,108,290,3,3,339,47,2,51,36,0,0,136,193,7,3,,,,,,,,,,,,619,79,6,71,40,1,0,197,407,10,5,124,16,0,19,12,0,0,47,76,0,1,215,35,2,29,12,0,0,78,128,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365200,University of Houston,2014,732,110,10,86,42,1,0,249,451,29,3,387,60,6,30,13,1,0,110,266,11,0,345,50,4,56,29,0,0,139,185,18,3,0,0,0,0,0,0,0,0,0,0,0,615,97,8,71,32,1,0,209,377,26,3,117,13,2,15,10,0,0,40,74,3,0,234,41,4,30,13,0,0,88,137,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365200,University of Houston,2015,731,135,10,85,42,1,0,273,431,20,7,387,70,5,35,11,0,0,121,254,9,3,344,65,5,50,31,1,0,152,177,11,4,0,0,0,0,0,0,0,0,0,0,0,605,119,8,68,33,0,0,228,351,20,6,126,16,2,17,9,1,0,45,80,0,1,215,46,3,15,12,0,0,76,130,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365200,University of Houston,2016,710,146,7,79,45,3,0,280,407,16,7,381,68,3,37,16,1,0,125,242,8,6,329,78,4,42,29,2,0,155,165,8,1,0,0,0,0,0,0,0,0,0,0,0,610,134,6,69,31,1,0,241,350,15,4,100,12,1,10,14,2,0,39,57,1,3,212,47,0,26,12,2,0,87,120,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365200,University of Houston,2017,708,149,8,61,38,2,0,258,428,17,5,387,69,4,30,15,1,0,119,261,7,0,321,80,4,31,23,1,0,139,167,10,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,228,49,3,18,14,0,0,84,134,7,3,2,0,1,7,0,11,5,0,9,27,0,22,41,0,43,0,0,0,3,0,4,0,0,0,0,0,3,79,0,55,123,0,105,1,1,0,0,28,14,0,14,14,6,0,8,55,22,0,33,100,44,0,56,2,1,0,1,6,1,0,5,0,0,0,0,2,0,0,2,178,112,0,66,157,0,129,286,4,1,0,3,15,9,0,6,10,4,0,6,45,20,0,25,74,34,0,40,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,116,70,0,46,107,0,87,194
00365800,University of Texas at Austin,2011,1136,171,4,59,54,1,28,317,689,21,109,615,89,1,28,24,1,15,158,381,11,65,521,82,3,31,30,0,13,159,308,10,44,,,,,,,,,,,,1136,171,4,59,54,1,28,317,689,21,109,0,0,0,0,0,0,0,0,0,0,0,375,50,2,19,17,0,16,104,223,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365800,University of Texas at Austin,2012,1065,167,5,60,50,1,33,316,648,18,83,578,82,0,28,22,1,18,151,368,10,49,487,85,5,32,28,0,15,165,280,8,34,,,,,,,,,,,,1061,166,4,59,50,1,33,313,647,18,83,4,1,1,1,0,0,0,3,1,0,0,309,58,1,25,15,0,9,108,189,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365800,University of Texas at Austin,2013,1046,164,3,63,45,0,42,317,649,19,61,580,87,0,34,18,0,24,163,366,14,37,466,77,3,29,27,0,18,154,283,5,24,,,,,,,,,,,,1045,164,3,63,45,0,42,317,648,19,61,1,0,0,0,0,0,0,0,1,0,0,336,50,0,20,15,0,15,100,206,7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365800,University of Texas at Austin,2014,1031,160,1,71,50,0,48,330,627,16,58,574,78,0,42,17,0,29,166,358,9,41,457,82,1,29,33,0,19,164,269,7,17,0,0,0,0,0,0,0,0,0,0,0,1025,158,1,71,50,0,48,328,625,15,57,6,2,0,0,0,0,0,2,2,1,1,311,46,0,21,20,0,19,106,180,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365800,University of Texas at Austin,2015,956,138,2,68,53,0,46,307,574,24,51,540,75,2,37,23,0,28,165,323,14,38,416,63,0,31,30,0,18,142,251,10,13,0,0,0,0,0,0,0,0,0,0,0,949,137,2,68,53,0,45,305,569,24,51,7,1,0,0,0,0,1,2,5,0,0,270,43,2,22,18,0,12,97,156,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365800,University of Texas at Austin,2016,904,127,3,56,50,1,44,281,562,21,40,506,64,2,23,26,0,29,144,320,12,30,398,63,1,33,24,1,15,137,242,9,10,0,0,0,0,0,0,0,0,0,0,0,898,126,3,56,50,1,44,280,557,21,40,6,1,0,0,0,0,0,1,5,0,0,300,40,1,16,17,1,11,86,195,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365800,University of Texas at Austin,2017,896,127,5,52,47,1,37,269,570,28,29,479,62,3,18,25,0,18,126,315,16,22,417,65,2,34,22,1,19,143,255,12,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,314,43,1,19,14,0,12,89,202,15,8,1,0,0,8,0,11,7,0,7,15,0,28,35,0,54,0,0,0,9,0,6,4,0,8,5,0,3,113,0,89,162,0,152,1,0,0,1,16,7,0,9,16,7,0,9,42,24,0,18,87,43,0,44,1,0,0,1,5,3,0,2,11,5,0,6,13,9,0,4,202,117,0,85,172,0,135,307,3,2,0,1,17,3,0,14,17,11,0,6,42,23,0,19,93,48,0,45,0,0,0,0,8,4,0,4,14,9,0,5,8,8,0,0,166,85,0,81,145,0,130,275
00367000,Brigham Young University,2011,443,31,5,18,5,14,0,73,365,5,0,278,17,5,5,2,9,0,38,238,2,0,165,14,0,13,3,5,0,35,127,3,0,,,,,,,,,,,,430,31,5,15,4,12,0,67,358,5,0,13,0,0,3,1,2,0,6,7,0,0,145,16,3,6,3,2,0,30,112,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00367000,Brigham Young University,2012,426,42,8,13,6,9,7,85,327,7,7,267,20,5,5,3,7,4,44,216,1,6,159,22,3,8,3,2,3,41,111,6,1,,,,,,,,,,,,420,41,8,13,6,9,7,84,322,7,7,6,1,0,0,0,0,0,1,5,0,0,140,18,5,3,2,2,7,37,92,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00367000,Brigham Young University,2013,417,26,3,15,6,8,8,66,342,9,0,261,12,3,5,2,5,3,30,226,5,0,156,14,0,10,4,3,5,36,116,4,0,,,,,,,,,,,,412,26,3,15,6,8,8,66,337,9,0,5,0,0,0,0,0,0,0,5,0,0,139,2,0,5,2,0,8,17,117,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00367000,Brigham Young University,2014,406,31,11,16,7,7,3,75,317,10,4,244,16,3,7,2,4,2,34,203,4,3,162,15,8,9,5,3,1,41,114,6,1,0,0,0,0,0,0,0,0,0,0,0,394,31,11,16,7,7,3,75,305,10,4,12,0,0,0,0,0,0,0,12,0,0,126,9,3,5,2,3,1,23,97,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00367000,Brigham Young University,2015,404,19,8,12,7,7,4,57,332,5,10,250,8,4,6,2,4,4,28,212,2,8,154,11,4,6,5,3,0,29,120,3,2,0,0,0,0,0,0,0,0,0,0,0,392,18,7,12,7,7,4,55,322,5,10,12,1,1,0,0,0,0,2,10,0,0,128,4,4,3,2,4,3,20,103,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00367000,Brigham Young University,2016,402,20,5,12,4,9,15,65,321,4,12,252,13,3,7,1,6,11,41,201,1,9,150,7,2,5,3,3,4,24,120,3,3,0,0,0,0,0,0,0,0,0,0,0,390,20,5,9,3,9,15,61,314,4,11,12,0,0,3,1,0,0,4,7,0,1,138,9,0,1,0,2,11,23,109,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00367000,Brigham Young University,2017,381,18,4,9,6,4,20,61,306,2,12,243,12,3,7,2,4,13,41,193,0,9,138,6,1,2,4,0,7,20,113,2,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,107,7,1,2,1,1,8,20,80,1,6,1,0,0,2,0,0,0,0,1,5,0,2,12,0,8,1,0,0,0,0,1,3,0,5,4,0,2,48,0,32,64,0,43,0,0,0,0,2,2,0,0,1,1,0,0,8,7,0,1,22,19,0,3,2,2,0,0,0,0,0,0,9,7,0,2,3,2,0,1,121,78,0,43,99,0,47,146,3,2,0,1,5,3,0,2,4,1,0,3,3,0,0,3,19,10,0,9,1,1,0,0,1,0,0,1,3,3,0,0,3,3,0,0,105,67,0,38,80,0,48,128
00367500,University of Utah,2011,398,19,3,16,4,0,0,42,333,3,20,231,8,2,7,1,0,0,18,201,1,11,167,11,1,9,3,0,0,24,132,2,9,,,,,,,,,,,,398,19,3,16,4,0,0,42,333,3,20,0,0,0,0,0,0,0,0,0,0,0,114,3,1,4,1,0,0,9,100,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00367500,University of Utah,2012,381,15,4,15,3,1,0,38,329,2,12,225,11,3,5,1,0,0,20,195,1,9,156,4,1,10,2,1,0,18,134,1,3,,,,,,,,,,,,381,15,4,15,3,1,0,38,329,2,12,0,0,0,0,0,0,0,0,0,0,0,98,6,0,3,1,1,0,11,84,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00367500,University of Utah,2013,364,17,2,10,2,0,0,31,318,4,11,224,11,2,3,0,0,0,16,197,2,9,140,6,0,7,2,0,0,15,121,2,2,,,,,,,,,,,,354,17,2,10,2,0,0,31,308,4,11,10,0,0,0,0,0,0,0,10,0,0,107,6,0,2,0,0,0,8,93,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00367500,University of Utah,2014,351,22,1,10,2,3,0,38,298,2,13,223,11,0,5,1,1,0,18,193,1,11,128,11,1,5,1,2,0,20,105,1,2,0,0,0,0,0,0,0,0,0,0,0,332,22,1,9,2,2,0,36,283,1,12,19,0,0,1,0,1,0,2,15,1,1,101,7,1,5,1,1,0,15,78,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00367500,University of Utah,2015,336,26,1,12,2,2,0,43,276,2,15,198,8,0,5,1,1,0,15,171,1,11,138,18,1,7,1,1,0,28,105,1,4,0,0,0,0,0,0,0,0,0,0,0,322,26,1,12,2,2,0,43,262,2,15,14,0,0,0,0,0,0,0,14,0,0,93,10,0,4,1,0,0,15,74,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00367500,University of Utah,2016,304,21,2,10,2,1,0,36,255,0,13,175,6,1,5,1,1,0,14,152,0,9,129,15,1,5,1,0,0,22,103,0,4,0,0,0,0,0,0,0,0,0,0,0,292,21,2,10,2,1,0,36,244,0,12,12,0,0,0,0,0,0,0,11,0,1,93,5,1,1,0,1,0,8,84,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00367500,University of Utah,2017,273,8,2,4,1,1,12,28,233,3,9,147,3,0,1,0,0,3,7,132,2,6,126,5,2,3,1,1,9,21,101,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,91,1,2,2,0,1,4,10,75,2,4,0,0,2,0,0,2,0,0,0,0,0,1,2,0,8,0,0,1,2,0,0,2,0,2,3,0,1,44,0,31,51,0,40,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,2,7,2,0,5,0,0,0,0,0,0,0,0,3,1,0,2,1,1,0,0,79,43,0,36,46,0,41,87,0,0,0,0,1,1,0,0,1,0,0,1,4,2,0,2,11,3,0,8,0,0,0,0,1,0,0,1,5,0,0,5,4,2,0,2,79,45,0,34,50,0,45,95
00370500,William and Mary Law School,2011,637,15,1,26,71,0,12,125,419,5,88,317,7,0,12,34,0,2,55,211,2,49,320,8,1,14,37,0,10,70,208,3,39,,,,,,,,,,,,637,15,1,26,71,0,12,125,419,5,88,0,0,0,0,0,0,0,0,0,0,0,217,9,0,8,17,0,6,40,143,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00370500,William and Mary Law School,2012,619,13,0,22,65,0,21,121,465,6,27,316,7,0,8,35,0,5,55,244,2,15,303,6,0,14,30,0,16,66,221,4,12,,,,,,,,,,,,618,13,0,22,65,0,21,121,464,6,27,1,0,0,0,0,0,0,0,1,0,0,196,2,0,7,21,0,7,37,149,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00370500,William and Mary Law School,2013,623,20,0,17,40,1,16,94,510,13,6,316,9,0,7,21,1,5,43,269,2,2,307,11,0,10,19,0,11,51,241,11,4,,,,,,,,,,,,623,20,0,17,40,1,16,94,510,13,6,0,0,0,0,0,0,0,0,0,0,0,226,9,0,3,3,0,5,20,199,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00370500,William and Mary Law School,2014,631,21,0,12,32,0,15,80,519,25,7,303,9,0,5,15,0,6,35,255,10,3,328,12,0,7,17,0,9,45,264,15,4,0,0,0,0,0,0,0,0,0,0,0,631,21,0,12,32,0,15,80,519,25,7,0,0,0,0,0,0,0,0,0,0,0,213,10,0,3,8,0,4,25,179,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
